School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
HIGGINS,610295,7210,Network 13,5th Grade,2011,67.6,91.9,79.7,0.0,2.7,1.4,67.6,89.2,78.4,32.4,8.1,20.3,0.0,0.0,0.0,37,37
HIGGINS,610295,7210,Network 13,6th Grade,2011,79.6,83.3,81.5,13.0,20.4,16.7,66.7,63.0,64.8,20.4,16.7,18.5,0.0,0.0,0.0,54,54
HIGGINS,610295,7210,Network 13,7th Grade,2011,74.4,83.7,84.5,2.3,18.6,10.9,72.1,65.1,73.6,25.6,14.0,14.7,0.0,2.3,0.8,43,43
HIGGINS,610295,7210,Network 13,8th Grade,2011,80.0,91.1,85.6,6.7,24.4,15.6,73.3,66.7,70.0,20.0,8.9,14.4,0.0,0.0,0.0,45,45
HIGGINS,610295,7210,Network 13,3rd Grade,2012,81.4,97.7,89.5,23.3,39.5,31.4,58.1,58.1,58.1,18.6,2.3,10.5,0.0,0.0,0.0,43,43
HIGGINS,610295,7210,Network 13,4th Grade,2012,80.0,91.4,86.7,45.7,25.7,24.8,34.3,65.7,61.9,20.0,5.7,11.4,0.0,2.9,1.9,35,35
HIGGINS,610295,7210,Network 13,5th Grade,2012,68.2,84.1,76.1,25.0,6.8,15.9,43.2,77.3,60.2,31.8,15.9,23.9,0.0,0.0,0.0,44,44
HIGGINS,610295,7210,Network 13,6th Grade,2012,86.8,84.2,85.5,21.1,15.8,18.4,65.8,68.4,67.1,10.5,15.8,13.2,2.6,0.0,1.3,38,38
HIGGINS,610295,7210,Network 13,7th Grade,2012,89.6,100.0,94.4,20.8,41.7,35.4,68.8,58.3,59.0,10.4,0.0,5.6,0.0,0.0,0.0,48,48
HIGGINS,610295,7210,Network 13,8th Grade,2012,88.4,90.7,89.5,0.0,25.6,12.8,88.4,65.1,76.7,11.6,9.3,10.5,0.0,0.0,0.0,43,43
HIGGINS,610295,7210,Network 13,3rd Grade,2013,52.9,44.1,48.5,32.4,8.8,20.6,20.6,35.3,27.9,35.3,52.9,44.1,11.8,2.9,7.4,34,34
HIGGINS,610295,7210,Network 13,4th Grade,2013,47.8,41.3,54.3,8.7,2.2,6.5,39.1,39.1,47.8,45.7,52.2,41.3,6.5,6.5,4.3,46,46
HIGGINS,610295,7210,Network 13,5th Grade,2013,54.3,62.9,58.6,5.7,11.4,8.6,48.6,51.4,50.0,40.0,28.6,34.3,5.7,8.6,7.1,35,35
HIGGINS,610295,7210,Network 13,6th Grade,2013,52.2,71.7,62.0,15.2,4.3,9.8,37.0,67.4,52.2,28.3,19.6,23.9,19.6,8.7,14.1,46,46
HIGGINS,610295,7210,Network 13,7th Grade,2013,51.4,67.6,68.5,8.1,2.7,10.8,43.2,64.9,57.7,40.5,29.7,26.1,8.1,2.7,5.4,37,37
HIGGINS,610295,7210,Network 13,8th Grade,2013,67.4,67.4,67.4,14.0,7.0,10.5,53.5,60.5,57.0,32.6,32.6,32.6,0.0,0.0,0.0,43,43
HIGGINS,610295,7210,Network 13,3rd Grade,2014,76.3,76.3,76.3,26.3,10.5,18.4,50.0,65.8,57.9,15.8,21.1,18.4,7.9,2.6,5.3,38,38
HIGGINS,610295,7210,Network 13,4th Grade,2014,58.1,71.0,66.7,19.4,6.5,11.8,38.7,64.5,54.8,38.7,29.0,31.2,3.2,0.0,2.2,31,31
HIGGINS,610295,7210,Network 13,5th Grade,2014,51.2,78.0,64.6,14.6,7.3,11.0,36.6,70.7,53.7,43.9,22.0,32.9,4.9,0.0,2.4,41,41
HIGGINS,610295,7210,Network 13,6th Grade,2014,41.0,66.7,53.8,2.6,2.6,2.6,38.5,64.1,51.3,56.4,30.8,43.6,2.6,2.6,2.6,39,39
HIGGINS,610295,7210,Network 13,7th Grade,2014,58.7,78.3,78.3,8.7,4.3,15.9,50.0,73.9,62.3,41.3,19.6,20.3,0.0,2.2,1.4,46,46
HIGGINS,610295,7210,Network 13,8th Grade,2014,40.9,75.0,58.0,0.0,2.3,1.1,40.9,72.7,56.8,54.5,22.7,38.6,4.5,2.3,3.4,44,44
LENART,610298,7240,Network 11,3rd Grade,2010,100.0,100.0,100.0,91.2,100.0,95.6,8.8,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,34,34
LENART,610298,7240,Network 11,4th Grade,2010,100.0,100.0,100.0,96.8,83.9,88.2,3.2,16.1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,5th Grade,2010,100.0,100.0,100.0,87.9,66.7,77.3,12.1,33.3,22.7,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,6th Grade,2010,100.0,100.0,100.0,84.8,69.7,77.3,15.2,30.3,22.7,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,7th Grade,2010,100.0,100.0,100.0,96.7,83.3,86.7,3.3,16.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,8th Grade,2010,100.0,100.0,100.0,62.5,87.5,75.0,37.5,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32
LENART,610298,7240,Network 11,3rd Grade,2011,100.0,100.0,100.0,90.9,90.9,90.9,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,4th Grade,2011,100.0,100.0,100.0,97.0,97.0,93.9,3.0,3.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,5th Grade,2011,100.0,100.0,100.0,96.9,78.1,87.5,3.1,21.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,32,32
LENART,610298,7240,Network 11,6th Grade,2011,100.0,100.0,100.0,97.0,84.8,90.9,3.0,15.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,7th Grade,2011,100.0,100.0,100.0,90.0,86.7,88.9,10.0,13.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,8th Grade,2011,100.0,100.0,100.0,43.3,90.0,66.7,56.7,10.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,3rd Grade,2012,100.0,100.0,100.0,90.3,96.8,93.5,9.7,3.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,4th Grade,2012,100.0,100.0,100.0,84.4,78.1,78.1,15.6,21.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,32,32
LENART,610298,7240,Network 11,5th Grade,2012,100.0,100.0,100.0,96.9,75.0,85.9,3.1,25.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,32,32
LENART,610298,7240,Network 11,6th Grade,2012,100.0,100.0,100.0,81.8,87.9,84.8,18.2,12.1,15.2,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,7th Grade,2012,100.0,100.0,100.0,84.8,90.9,87.9,15.2,9.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,8th Grade,2012,100.0,100.0,100.0,55.6,92.6,74.1,44.4,7.4,25.9,0.0,0.0,0.0,0.0,0.0,0.0,27,27
LENART,610298,7240,Network 11,3rd Grade,2013,100.0,100.0,100.0,87.1,61.3,74.2,12.9,38.7,25.8,0.0,0.0,0.0,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,4th Grade,2013,90.9,93.9,94.9,66.7,48.5,63.6,24.2,45.5,31.3,9.1,6.1,5.1,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,5th Grade,2013,93.5,93.5,93.5,54.8,45.2,50.0,38.7,48.4,43.5,6.5,6.5,6.5,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,6th Grade,2013,100.0,100.0,100.0,78.8,84.8,81.8,21.2,15.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,33,33
LENART,610298,7240,Network 11,7th Grade,2013,96.7,96.7,97.8,70.0,60.0,71.1,26.7,36.7,26.7,3.3,3.3,2.2,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,8th Grade,2013,100.0,100.0,100.0,81.3,65.6,73.4,18.8,34.4,26.6,0.0,0.0,0.0,0.0,0.0,0.0,32,32
LENART,610298,7240,Network 11,3rd Grade,2014,100.0,100.0,100.0,67.7,54.8,61.3,32.3,45.2,38.7,0.0,0.0,0.0,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,4th Grade,2014,90.0,96.7,94.4,60.0,43.3,56.7,30.0,53.3,37.8,10.0,3.3,5.6,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,5th Grade,2014,93.3,96.7,95.0,56.7,63.3,60.0,36.7,33.3,35.0,6.7,3.3,5.0,0.0,0.0,0.0,30,30
LENART,610298,7240,Network 11,6th Grade,2014,96.8,87.1,91.9,61.3,45.2,53.2,35.5,41.9,38.7,3.2,12.9,8.1,0.0,0.0,0.0,31,31
LENART,610298,7240,Network 11,7th Grade,2014,100.0,100.0,100.0,72.7,59.1,71.2,27.3,40.9,28.8,0.0,0.0,0.0,0.0,0.0,0.0,22,22
LENART,610298,7240,Network 11,8th Grade,2014,100.0,93.1,96.6,62.1,58.6,60.3,37.9,34.5,36.2,0.0,6.9,3.4,0.0,0.0,0.0,29,29
KING ES,610299,7250,Network 11,3rd Grade,2010,44.2,53.7,48.8,0.0,17.1,8.3,44.2,36.6,40.5,37.2,22.0,29.8,18.6,24.4,21.4,43,41
KING ES,610299,7250,Network 11,4th Grade,2010,31.3,55.2,39.6,9.4,3.4,4.4,21.9,51.7,35.2,56.3,37.9,49.5,12.5,6.9,11.0,32,29
KING ES,610299,7250,Network 11,5th Grade,2010,41.9,45.5,43.7,7.0,6.8,6.9,34.9,38.6,36.8,55.8,50.0,52.9,2.3,4.5,3.4,43,44
KING ES,610299,7250,Network 11,6th Grade,2010,47.4,57.1,52.2,3.5,1.8,2.7,43.9,55.4,49.6,52.6,39.3,46.0,0.0,3.6,1.8,57,56
KING ES,610299,7250,Network 11,7th Grade,2010,53.5,64.4,58.8,7.0,17.8,9.2,46.5,46.7,49.6,46.5,28.9,35.9,0.0,6.7,5.3,43,45
KING ES,610299,7250,Network 11,8th Grade,2010,69.4,70.6,70.0,2.8,11.8,7.1,66.7,58.8,62.9,30.6,26.5,28.6,0.0,2.9,1.4,36,34
KING ES,610299,7250,Network 11,3rd Grade,2011,23.3,58.6,40.7,0.0,6.9,3.4,23.3,51.7,37.3,56.7,31.0,44.1,20.0,10.3,15.3,30,29
KING ES,610299,7250,Network 11,4th Grade,2011,38.5,64.1,50.4,2.6,5.1,2.6,35.9,59.0,47.8,59.0,25.6,38.3,2.6,10.3,11.3,39,39
KING ES,610299,7250,Network 11,5th Grade,2011,58.1,54.8,56.5,6.5,6.5,6.5,51.6,48.4,50.0,41.9,38.7,40.3,0.0,6.5,3.2,31,31
KING ES,610299,7250,Network 11,6th Grade,2011,72.3,57.4,64.9,12.8,17.0,14.9,59.6,40.4,50.0,27.7,40.4,34.0,0.0,2.1,1.1,47,47
KING ES,610299,7250,Network 11,7th Grade,2011,37.5,54.0,43.1,0.0,0.0,0.0,37.5,54.0,43.1,58.3,36.0,43.1,4.2,10.0,13.9,48,50
KING ES,610299,7250,Network 11,8th Grade,2011,56.8,65.9,61.4,0.0,18.2,9.1,56.8,47.7,52.3,40.9,31.8,36.4,2.3,2.3,2.3,44,44
KING ES,610299,7250,Network 11,3rd Grade,2012,71.0,67.7,69.4,12.9,22.6,17.7,58.1,45.2,51.6,16.1,19.4,17.7,12.9,12.9,12.9,31,31
KING ES,610299,7250,Network 11,4th Grade,2012,47.4,57.9,52.8,0.0,5.3,1.9,47.4,52.6,50.9,47.4,31.6,39.6,5.3,10.5,7.5,19,19
KING ES,610299,7250,Network 11,5th Grade,2012,50.0,47.1,48.5,14.7,5.9,10.3,35.3,41.2,38.2,47.1,50.0,48.5,2.9,2.9,2.9,34,34
KING ES,610299,7250,Network 11,6th Grade,2012,66.7,82.1,74.5,7.4,7.1,7.3,59.3,75.0,67.3,33.3,17.9,25.5,0.0,0.0,0.0,27,28
KING ES,610299,7250,Network 11,7th Grade,2012,54.8,96.8,67.8,3.2,32.3,14.4,51.6,64.5,53.3,45.2,3.2,21.1,0.0,0.0,11.1,31,31
KING ES,610299,7250,Network 11,8th Grade,2012,70.3,64.9,67.6,0.0,5.4,2.7,70.3,59.5,64.9,29.7,32.4,31.1,0.0,2.7,1.4,37,37
KING ES,610299,7250,Network 11,3rd Grade,2013,15.8,11.1,13.5,0.0,0.0,0.0,15.8,11.1,13.5,52.6,66.7,59.5,31.6,22.2,27.0,19,18
KING ES,610299,7250,Network 11,4th Grade,2013,25.8,23.3,34.1,0.0,0.0,0.0,25.8,23.3,34.1,48.4,53.3,44.0,25.8,23.3,22.0,31,30
KING ES,610299,7250,Network 11,5th Grade,2013,18.8,37.5,28.1,0.0,0.0,0.0,18.8,37.5,28.1,68.8,56.3,62.5,12.5,6.3,9.4,16,16
KING ES,610299,7250,Network 11,6th Grade,2013,25.7,45.7,35.7,0.0,5.7,2.9,25.7,40.0,32.9,65.7,45.7,55.7,8.6,8.6,8.6,35,35
KING ES,610299,7250,Network 11,7th Grade,2013,21.4,46.4,41.7,3.6,3.6,2.4,17.9,42.9,39.3,64.3,46.4,46.4,14.3,7.1,11.9,28,28
KING ES,610299,7250,Network 11,8th Grade,2013,46.2,48.1,47.2,7.7,7.4,7.5,38.5,40.7,39.6,53.8,48.1,50.9,0.0,3.7,1.9,26,27
KING ES,610299,7250,Network 11,3rd Grade,2014,28.0,44.0,36.0,0.0,0.0,0.0,28.0,44.0,36.0,52.0,44.0,48.0,20.0,12.0,16.0,25,25
KING ES,610299,7250,Network 11,4th Grade,2014,35.7,35.7,38.1,0.0,0.0,2.4,35.7,35.7,35.7,50.0,57.1,54.8,14.3,7.1,7.1,14,14
KING ES,610299,7250,Network 11,5th Grade,2014,17.4,69.6,43.5,0.0,0.0,0.0,17.4,69.6,43.5,69.6,26.1,47.8,13.0,4.3,8.7,23,23
KING ES,610299,7250,Network 11,6th Grade,2014,42.1,15.8,28.9,0.0,0.0,0.0,42.1,15.8,28.9,47.4,63.2,55.3,10.5,21.1,15.8,19,19
KING ES,610299,7250,Network 11,7th Grade,2014,46.2,65.4,57.9,11.5,3.8,5.3,34.6,61.5,52.6,38.5,26.9,28.9,15.4,7.7,13.2,26,26
KING ES,610299,7250,Network 11,8th Grade,2014,36.0,32.0,34.0,4.0,0.0,2.0,32.0,32.0,32.0,48.0,52.0,50.0,16.0,16.0,16.0,25,25
WESTCOTT,610300,7260,Network 11,3rd Grade,2010,43.3,54.5,48.9,1.5,6.1,3.8,41.8,48.5,45.1,34.3,30.3,32.3,22.4,15.2,18.8,67,66
WESTCOTT,610300,7260,Network 11,4th Grade,2010,41.9,63.9,47.0,0.0,3.3,1.1,41.9,60.7,45.9,50.0,29.5,42.1,8.1,6.6,10.9,62,61
WESTCOTT,610300,7260,Network 11,5th Grade,2010,45.8,52.2,48.9,10.4,2.2,6.4,35.4,50.0,42.6,52.1,47.8,50.0,2.1,0.0,1.1,48,46
WESTCOTT,610300,7260,Network 11,6th Grade,2010,64.8,73.6,69.2,5.6,1.9,3.7,59.3,71.7,65.4,29.6,20.8,25.2,5.6,5.7,5.6,54,53
WESTCOTT,610300,7260,Network 11,7th Grade,2010,56.9,52.0,52.6,9.8,6.0,6.6,47.1,46.0,46.1,41.2,44.0,39.5,2.0,4.0,7.9,51,50
WESTCOTT,610300,7260,Network 11,8th Grade,2010,77.1,52.1,64.6,6.3,4.2,5.2,70.8,47.9,59.4,22.9,43.8,33.3,0.0,4.2,2.1,48,48
WESTCOTT,610300,7260,Network 11,3rd Grade,2011,46.3,70.4,58.3,5.6,18.5,12.0,40.7,51.9,46.3,44.4,22.2,33.3,9.3,7.4,8.3,54,54
WESTCOTT,610300,7260,Network 11,4th Grade,2011,47.6,69.0,52.4,7.1,7.1,4.8,40.5,61.9,47.6,50.0,26.2,40.5,2.4,4.8,7.1,42,42
WESTCOTT,610300,7260,Network 11,5th Grade,2011,51.9,69.2,60.6,3.8,1.9,2.9,48.1,67.3,57.7,48.1,30.8,39.4,0.0,0.0,0.0,52,52
WESTCOTT,610300,7260,Network 11,6th Grade,2011,75.0,66.7,70.8,10.4,2.1,6.3,64.6,64.6,64.6,25.0,33.3,29.2,0.0,0.0,0.0,48,48
WESTCOTT,610300,7260,Network 11,7th Grade,2011,65.3,59.2,63.9,6.1,2.0,2.7,59.2,57.1,61.2,34.7,30.6,27.2,0.0,10.2,8.8,49,49
WESTCOTT,610300,7260,Network 11,8th Grade,2011,64.8,70.4,67.6,3.7,9.3,6.5,61.1,61.1,61.1,35.2,25.9,30.6,0.0,3.7,1.9,54,54
WESTCOTT,610300,7260,Network 11,3rd Grade,2012,44.7,70.2,57.4,10.6,6.4,8.5,34.0,63.8,48.9,38.3,25.5,31.9,17.0,4.3,10.6,47,47
WESTCOTT,610300,7260,Network 11,4th Grade,2012,58.7,82.2,65.4,13.0,22.2,13.2,45.7,60.0,52.2,41.3,17.8,31.6,0.0,0.0,2.9,46,45
WESTCOTT,610300,7260,Network 11,5th Grade,2012,55.8,55.8,55.8,9.3,2.3,5.8,46.5,53.5,50.0,44.2,37.2,40.7,0.0,7.0,3.5,43,43
WESTCOTT,610300,7260,Network 11,6th Grade,2012,57.9,73.7,65.8,8.8,8.8,8.8,49.1,64.9,57.0,42.1,26.3,34.2,0.0,0.0,0.0,57,57
WESTCOTT,610300,7260,Network 11,7th Grade,2012,61.4,65.1,66.2,4.5,11.6,7.7,56.8,53.5,58.5,36.4,34.9,29.2,2.3,0.0,4.6,44,43
WESTCOTT,610300,7260,Network 11,8th Grade,2012,73.2,62.5,67.9,1.8,7.1,4.5,71.4,55.4,63.4,26.8,37.5,32.1,0.0,0.0,0.0,56,56
WESTCOTT,610300,7260,Network 11,3rd Grade,2013,29.4,14.7,22.1,2.9,0.0,1.5,26.5,14.7,20.6,61.8,61.8,61.8,8.8,23.5,16.2,34,34
WESTCOTT,610300,7260,Network 11,4th Grade,2013,22.2,15.6,29.6,0.0,0.0,0.7,22.2,15.6,28.9,51.1,68.9,53.3,26.7,15.6,17.0,45,45
WESTCOTT,610300,7260,Network 11,5th Grade,2013,27.1,25.0,26.0,2.1,2.1,2.1,25.0,22.9,24.0,56.3,47.9,52.1,16.7,27.1,21.9,48,48
WESTCOTT,610300,7260,Network 11,6th Grade,2013,41.0,33.3,37.2,2.6,0.0,1.3,38.5,33.3,35.9,46.2,59.0,52.6,12.8,7.7,10.3,39,39
WESTCOTT,610300,7260,Network 11,7th Grade,2013,41.5,39.6,45.3,5.7,0.0,2.5,35.8,39.6,42.8,47.2,52.8,42.1,11.3,7.5,12.6,53,53
WESTCOTT,610300,7260,Network 11,8th Grade,2013,42.9,31.0,36.9,9.5,0.0,4.8,33.3,31.0,32.1,45.2,64.3,54.8,11.9,4.8,8.3,42,42
WESTCOTT,610300,7260,Network 11,3rd Grade,2014,37.5,35.0,36.3,2.5,2.5,2.5,35.0,32.5,33.8,47.5,52.5,50.0,15.0,12.5,13.8,40,40
WESTCOTT,610300,7260,Network 11,4th Grade,2014,10.0,10.3,21.3,0.0,0.0,0.0,10.0,10.3,21.3,70.0,55.2,58.4,20.0,34.5,20.2,30,29
WESTCOTT,610300,7260,Network 11,5th Grade,2014,20.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,20.0,52.5,60.0,56.3,27.5,20.0,23.8,40,40
WESTCOTT,610300,7260,Network 11,6th Grade,2014,38.5,53.8,46.2,5.1,10.3,7.7,33.3,43.6,38.5,51.3,33.3,42.3,10.3,12.8,11.5,39,39
WESTCOTT,610300,7260,Network 11,7th Grade,2014,27.3,15.2,36.4,0.0,0.0,0.0,27.3,15.2,36.4,60.6,84.8,56.6,12.1,0.0,7.1,33,33
WESTCOTT,610300,7260,Network 11,8th Grade,2014,45.1,35.8,40.4,2.0,5.7,3.8,43.1,30.2,36.5,35.3,45.3,40.4,19.6,18.9,19.2,51,53
LELAND,610305,7320,Network 3,3rd Grade,2010,61.5,79.5,70.5,30.8,41.0,35.9,30.8,38.5,34.6,25.6,20.5,23.1,12.8,0.0,6.4,39,39
LELAND,610305,7320,Network 3,3rd Grade,2011,68.0,84.6,76.5,20.0,46.2,33.3,48.0,38.5,43.1,28.0,11.5,19.6,4.0,3.8,3.9,25,26
LELAND,610305,7320,Network 3,3rd Grade,2012,91.7,100.0,95.8,58.3,79.2,68.8,33.3,20.8,27.1,8.3,0.0,4.2,0.0,0.0,0.0,24,24
LELAND,610305,7320,Network 3,3rd Grade,2013,67.7,90.3,79.0,19.4,35.5,27.4,48.4,54.8,51.6,25.8,9.7,17.7,6.5,0.0,3.2,31,31
LELAND,610305,7320,Network 3,3rd Grade,2014,33.3,32.5,32.9,5.3,5.2,5.3,28.0,27.3,27.6,45.3,62.3,53.9,21.3,5.2,13.2,75,77
LELAND,610305,7320,Network 3,4th Grade,2014,19.3,39.0,35.1,0.0,0.0,0.0,19.3,39.0,35.1,71.9,54.2,56.3,8.8,6.8,8.6,57,59
LELAND,610305,7320,Network 3,5th Grade,2014,22.8,22.4,22.6,0.0,0.0,0.0,22.8,22.4,22.6,47.4,53.4,50.4,29.8,24.1,27.0,57,58
LELAND,610305,7320,Network 3,6th Grade,2014,14.1,13.6,13.8,1.6,0.0,0.8,12.5,13.6,13.1,59.4,53.0,56.2,26.6,33.3,30.0,64,66
LELAND,610305,7320,Network 3,7th Grade,2014,27.7,13.8,31.4,4.6,0.0,2.1,23.1,13.8,29.4,56.9,60.0,49.0,15.4,26.2,19.6,65,65
LELAND,610305,7320,Network 3,8th Grade,2014,20.9,8.7,14.6,2.3,0.0,1.1,18.6,8.7,13.5,65.1,60.9,62.9,14.0,30.4,22.5,43,46
MCDOWELL,610312,7390,Network 12,3rd Grade,2010,83.9,86.7,85.2,22.6,36.7,29.5,61.3,50.0,55.7,9.7,10.0,9.8,6.5,3.3,4.9,31,30
MCDOWELL,610312,7390,Network 12,4th Grade,2010,70.8,83.3,79.2,16.7,25.0,25.0,54.2,58.3,54.2,29.2,12.5,19.4,0.0,4.2,1.4,24,24
MCDOWELL,610312,7390,Network 12,5th Grade,2010,58.6,65.5,62.1,13.8,0.0,6.9,44.8,65.5,55.2,41.4,34.5,37.9,0.0,0.0,0.0,29,29
MCDOWELL,610312,7390,Network 12,3rd Grade,2011,71.4,95.2,83.3,4.8,19.0,11.9,66.7,76.2,71.4,19.0,4.8,11.9,9.5,0.0,4.8,21,21
MCDOWELL,610312,7390,Network 12,4th Grade,2011,83.3,87.5,83.3,29.2,25.0,23.6,54.2,62.5,59.7,16.7,12.5,16.7,0.0,0.0,0.0,24,24
MCDOWELL,610312,7390,Network 12,5th Grade,2011,64.7,76.5,70.6,11.8,17.6,14.7,52.9,58.8,55.9,35.3,23.5,29.4,0.0,0.0,0.0,17,17
MCDOWELL,610312,7390,Network 12,3rd Grade,2012,79.3,89.7,84.5,31.0,41.4,36.2,48.3,48.3,48.3,17.2,6.9,12.1,3.4,3.4,3.4,29,29
MCDOWELL,610312,7390,Network 12,4th Grade,2012,66.7,83.3,79.8,20.0,23.3,18.0,46.7,60.0,61.8,20.0,10.0,13.5,13.3,6.7,6.7,30,30
MCDOWELL,610312,7390,Network 12,5th Grade,2012,86.7,78.1,82.3,43.3,18.8,30.6,43.3,59.4,51.6,13.3,21.9,17.7,0.0,0.0,0.0,30,32
MCDOWELL,610312,7390,Network 12,3rd Grade,2013,67.9,71.4,69.6,32.1,21.4,26.8,35.7,50.0,42.9,25.0,21.4,23.2,7.1,7.1,7.1,28,28
MCDOWELL,610312,7390,Network 12,4th Grade,2013,58.8,58.8,68.6,17.6,14.7,21.6,41.2,44.1,47.1,35.3,38.2,28.4,5.9,2.9,2.9,34,34
MCDOWELL,610312,7390,Network 12,5th Grade,2013,34.5,27.6,31.0,6.9,0.0,3.4,27.6,27.6,27.6,55.2,62.1,58.6,10.3,10.3,10.3,29,29
MCDOWELL,610312,7390,Network 12,3rd Grade,2014,69.7,51.5,60.6,24.2,12.1,18.2,45.5,39.4,42.4,15.2,39.4,27.3,15.2,9.1,12.1,33,33
MCDOWELL,610312,7390,Network 12,4th Grade,2014,40.0,84.0,73.3,8.0,16.0,16.0,32.0,68.0,57.3,56.0,12.0,24.0,4.0,4.0,2.7,25,25
MCDOWELL,610312,7390,Network 12,5th Grade,2014,48.1,70.4,59.3,3.7,18.5,11.1,44.4,51.9,48.1,37.0,25.9,31.5,14.8,3.7,9.3,27,27
DIEGO,610313,7420,Network 5,3rd Grade,2010,57.8,65.9,61.9,7.8,18.7,13.3,50.0,47.3,48.6,26.7,20.9,23.8,15.6,13.2,14.4,90,91
DIEGO,610313,7420,Network 5,4th Grade,2010,66.7,77.4,68.7,21.5,9.7,11.2,45.2,67.7,57.6,33.3,21.5,30.6,0.0,1.1,0.7,93,93
DIEGO,610313,7420,Network 5,5th Grade,2010,60.6,64.6,62.6,15.2,5.1,10.1,45.5,59.6,52.5,36.4,33.3,34.8,3.0,2.0,2.5,99,99
DIEGO,610313,7420,Network 5,6th Grade,2010,74.7,75.8,75.3,15.2,10.1,12.6,59.6,65.7,62.6,24.2,20.2,22.2,1.0,4.0,2.5,99,99
DIEGO,610313,7420,Network 5,7th Grade,2010,75.0,81.5,77.7,13.7,21.0,14.8,61.3,60.5,62.9,23.4,14.5,17.7,1.6,4.0,4.6,124,124
DIEGO,610313,7420,Network 5,8th Grade,2010,89.4,83.2,86.2,7.4,21.1,14.3,81.9,62.1,72.0,10.6,16.8,13.8,0.0,0.0,0.0,94,95
DIEGO,610313,7420,Network 5,3rd Grade,2011,59.6,65.2,62.4,12.4,15.7,14.0,47.2,49.4,48.3,31.5,27.0,29.2,9.0,7.9,8.4,89,89
DIEGO,610313,7420,Network 5,4th Grade,2011,53.2,73.4,63.3,7.6,5.1,5.1,45.6,68.4,58.2,45.6,24.1,33.8,1.3,2.5,3.0,79,79
DIEGO,610313,7420,Network 5,5th Grade,2011,63.7,71.4,67.6,12.1,14.3,13.2,51.6,57.1,54.4,36.3,27.5,31.9,0.0,1.1,0.5,91,91
DIEGO,610313,7420,Network 5,6th Grade,2011,79.4,67.0,73.2,18.6,8.2,13.4,60.8,58.8,59.8,19.6,32.0,25.8,1.0,1.0,1.0,97,97
DIEGO,610313,7420,Network 5,7th Grade,2011,75.3,77.4,79.9,11.8,17.2,12.9,63.4,60.2,67.0,24.7,20.4,17.2,0.0,2.2,2.9,93,93
DIEGO,610313,7420,Network 5,8th Grade,2011,83.2,82.4,82.8,6.4,32.8,19.6,76.8,49.6,63.2,16.8,15.2,16.0,0.0,2.4,1.2,125,125
DIEGO,610313,7420,Network 5,3rd Grade,2012,60.4,68.1,64.3,24.2,25.3,24.7,36.3,42.9,39.6,26.4,23.1,24.7,13.2,8.8,11.0,91,91
DIEGO,610313,7420,Network 5,4th Grade,2012,63.9,89.2,73.9,20.5,15.7,13.7,43.4,73.5,60.2,33.7,8.4,24.1,2.4,2.4,2.0,83,83
DIEGO,610313,7420,Network 5,5th Grade,2012,68.1,79.2,73.6,15.3,2.8,9.0,52.8,76.4,64.6,31.9,20.8,26.4,0.0,0.0,0.0,72,72
DIEGO,610313,7420,Network 5,6th Grade,2012,73.5,65.1,69.3,19.3,15.7,17.5,54.2,49.4,51.8,26.5,33.7,30.1,0.0,1.2,0.6,83,83
