School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
OWEN,610109,5240,Network 10,6th Grade,2012,100.0,100.0,100.0,26.9,23.1,25.0,73.1,76.9,75.0,0.0,0.0,0.0,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,7th Grade,2012,85.7,100.0,92.9,28.6,39.3,31.0,57.1,60.7,61.9,14.3,0.0,6.0,0.0,0.0,1.2,28,28
OWEN,610109,5240,Network 10,8th Grade,2012,92.3,92.3,92.3,3.8,26.9,15.4,88.5,65.4,76.9,7.7,7.7,7.7,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,3rd Grade,2013,61.5,61.5,61.5,30.8,15.4,23.1,30.8,46.2,38.5,38.5,38.5,38.5,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,4th Grade,2013,73.1,69.2,76.9,3.8,0.0,2.6,69.2,69.2,74.4,23.1,30.8,21.8,3.8,0.0,1.3,26,26
OWEN,610109,5240,Network 10,5th Grade,2013,76.9,57.7,67.3,23.1,0.0,11.5,53.8,57.7,55.8,23.1,42.3,32.7,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,6th Grade,2013,92.3,92.3,92.3,34.6,30.8,32.7,57.7,61.5,59.6,7.7,7.7,7.7,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,7th Grade,2013,84.6,92.3,92.3,23.1,3.8,16.7,61.5,88.5,75.6,15.4,7.7,7.7,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,8th Grade,2013,76.9,76.9,76.9,23.1,7.7,15.4,53.8,69.2,61.5,23.1,23.1,23.1,0.0,0.0,0.0,26,26
OWEN,610109,5240,Network 10,3rd Grade,2014,59.3,51.9,55.6,25.9,3.7,14.8,33.3,48.1,40.7,40.7,44.4,42.6,0.0,3.7,1.9,27,27
OWEN,610109,5240,Network 10,4th Grade,2014,59.3,66.7,66.3,14.8,7.4,12.5,44.4,59.3,53.8,40.7,33.3,33.8,0.0,0.0,0.0,27,27
OWEN,610109,5240,Network 10,5th Grade,2014,73.1,88.5,80.8,11.5,3.8,7.7,61.5,84.6,73.1,19.2,7.7,13.5,7.7,3.8,5.8,26,26
OWEN,610109,5240,Network 10,6th Grade,2014,91.3,82.6,87.0,21.7,21.7,21.7,69.6,60.9,65.2,8.7,17.4,13.0,0.0,0.0,0.0,23,23
OWEN,610109,5240,Network 10,7th Grade,2014,73.9,82.6,84.1,21.7,13.0,26.1,52.2,69.6,58.0,26.1,17.4,15.9,0.0,0.0,0.0,23,23
OWEN,610109,5240,Network 10,8th Grade,2014,68.0,92.0,80.0,16.0,12.0,14.0,52.0,80.0,66.0,32.0,8.0,20.0,0.0,0.0,0.0,25,25
"WELLS, I",610110,5250,Network 9,3rd Grade,2010,36.0,64.0,50.0,4.0,4.0,4.0,32.0,60.0,46.0,56.0,24.0,40.0,8.0,12.0,10.0,25,25
"WELLS, I",610110,5250,Network 9,4th Grade,2010,75.0,81.3,77.1,12.5,18.8,10.4,62.5,62.5,66.7,18.8,18.8,20.8,6.3,0.0,2.1,16,16
"WELLS, I",610110,5250,Network 9,5th Grade,2010,76.2,95.2,85.7,23.8,9.5,16.7,52.4,85.7,69.0,23.8,4.8,14.3,0.0,0.0,0.0,21,21
"WELLS, I",610110,5250,Network 9,6th Grade,2010,64.7,70.6,67.6,5.9,5.9,5.9,58.8,64.7,61.8,35.3,29.4,32.4,0.0,0.0,0.0,17,17
"WELLS, I",610110,5250,Network 9,7th Grade,2010,76.9,92.3,79.5,7.7,15.4,7.7,69.2,76.9,71.8,23.1,7.7,17.9,0.0,0.0,2.6,13,13
"WELLS, I",610110,5250,Network 9,8th Grade,2010,94.1,82.4,88.2,0.0,29.4,14.7,94.1,52.9,73.5,5.9,17.6,11.8,0.0,0.0,0.0,17,17
"WELLS, I",610110,5250,Network 9,3rd Grade,2011,52.0,48.0,50.0,12.0,20.0,16.0,40.0,28.0,34.0,48.0,32.0,40.0,0.0,20.0,10.0,25,25
"WELLS, I",610110,5250,Network 9,4th Grade,2011,46.9,67.6,53.0,9.4,2.9,5.0,37.5,64.7,48.0,50.0,29.4,41.0,3.1,2.9,6.0,32,34
"WELLS, I",610110,5250,Network 9,5th Grade,2011,78.9,78.9,78.9,5.3,10.5,7.9,73.7,68.4,71.1,21.1,21.1,21.1,0.0,0.0,0.0,19,19
"WELLS, I",610110,5250,Network 9,6th Grade,2011,84.6,76.9,80.8,19.2,15.4,17.3,65.4,61.5,63.5,15.4,23.1,19.2,0.0,0.0,0.0,26,26
"WELLS, I",610110,5250,Network 9,7th Grade,2011,66.7,79.2,75.0,8.3,20.8,11.1,58.3,58.3,63.9,33.3,20.8,22.2,0.0,0.0,2.8,24,24
"WELLS, I",610110,5250,Network 9,8th Grade,2011,72.7,90.9,81.8,4.5,27.3,15.9,68.2,63.6,65.9,27.3,9.1,18.2,0.0,0.0,0.0,22,22
"WELLS, I",610110,5250,Network 9,3rd Grade,2012,55.2,58.6,56.9,17.2,6.9,12.1,37.9,51.7,44.8,37.9,20.7,29.3,6.9,20.7,13.8,29,29
"WELLS, I",610110,5250,Network 9,4th Grade,2012,52.2,78.3,65.2,8.7,21.7,13.0,43.5,56.5,52.2,47.8,17.4,31.9,0.0,4.3,2.9,23,23
"WELLS, I",610110,5250,Network 9,5th Grade,2012,53.6,60.7,57.1,3.6,0.0,1.8,50.0,60.7,55.4,46.4,39.3,42.9,0.0,0.0,0.0,28,28
"WELLS, I",610110,5250,Network 9,6th Grade,2012,74.1,70.4,72.2,11.1,3.7,7.4,63.0,66.7,64.8,25.9,29.6,27.8,0.0,0.0,0.0,27,27
"WELLS, I",610110,5250,Network 9,7th Grade,2012,73.3,70.0,70.0,10.0,10.0,8.9,63.3,60.0,61.1,26.7,30.0,23.3,0.0,0.0,6.7,30,30
"WELLS, I",610110,5250,Network 9,8th Grade,2012,83.3,70.8,77.1,0.0,0.0,0.0,83.3,70.8,77.1,16.7,29.2,22.9,0.0,0.0,0.0,24,24
"WELLS, I",610110,5250,Network 9,3rd Grade,2013,28.6,14.3,21.4,0.0,0.0,0.0,28.6,14.3,21.4,57.1,78.6,67.9,14.3,7.1,10.7,14,14
"WELLS, I",610110,5250,Network 9,4th Grade,2013,42.3,23.1,46.2,3.8,0.0,2.6,38.5,23.1,43.6,46.2,65.4,44.9,11.5,11.5,9.0,26,26
"WELLS, I",610110,5250,Network 9,5th Grade,2013,50.0,37.5,43.8,6.3,0.0,3.1,43.8,37.5,40.6,50.0,56.3,53.1,0.0,6.3,3.1,16,16
"WELLS, I",610110,5250,Network 9,6th Grade,2013,27.6,34.5,31.0,6.9,0.0,3.4,20.7,34.5,27.6,72.4,55.2,63.8,0.0,10.3,5.2,29,29
"WELLS, I",610110,5250,Network 9,7th Grade,2013,60.0,55.0,60.7,10.0,5.0,8.2,50.0,50.0,52.5,35.0,40.0,36.1,5.0,5.0,3.3,20,20
"WELLS, I",610110,5250,Network 9,8th Grade,2013,86.4,45.5,65.9,22.7,13.6,18.2,63.6,31.8,47.7,13.6,54.5,34.1,0.0,0.0,0.0,22,22
"WELLS, I",610110,5250,Network 9,3rd Grade,2014,38.9,44.6,41.8,5.6,7.1,6.4,33.3,37.5,35.5,46.3,42.9,44.5,14.8,12.5,13.6,54,56
"WELLS, I",610110,5250,Network 9,4th Grade,2014,31.4,47.1,39.2,2.0,3.9,2.0,29.4,43.1,37.3,56.9,43.1,51.0,11.8,9.8,9.8,51,51
"WELLS, I",610110,5250,Network 9,5th Grade,2014,42.0,80.0,61.0,0.0,8.0,4.0,42.0,72.0,57.0,54.0,14.0,34.0,4.0,6.0,5.0,50,50
"WELLS, I",610110,5250,Network 9,6th Grade,2014,45.7,27.8,36.6,2.9,2.8,2.8,42.9,25.0,33.8,45.7,58.3,52.1,8.6,13.9,11.3,35,36
"WELLS, I",610110,5250,Network 9,7th Grade,2014,64.4,45.0,58.4,6.8,1.7,3.9,57.6,43.3,54.5,27.1,38.3,26.4,8.5,16.7,15.2,59,60
"WELLS, I",610110,5250,Network 9,8th Grade,2014,35.7,54.5,45.0,3.6,5.5,4.5,32.1,49.1,40.5,57.1,32.7,45.0,7.1,12.7,9.9,56,55
PALMER,610111,5260,Network 1,3rd Grade,2010,65.0,80.4,72.9,14.6,33.6,24.3,50.5,46.7,48.6,28.2,18.7,23.3,6.8,0.9,3.8,103,107
PALMER,610111,5260,Network 1,4th Grade,2010,64.7,80.6,70.1,13.7,18.4,12.7,51.0,62.1,57.5,34.3,19.4,27.9,1.0,0.0,1.9,102,103
PALMER,610111,5260,Network 1,5th Grade,2010,60.2,69.8,65.1,15.1,4.2,9.5,45.2,65.6,55.6,38.7,29.2,33.9,1.1,1.0,1.1,93,96
PALMER,610111,5260,Network 1,6th Grade,2010,70.2,75.2,72.7,21.2,10.5,15.8,49.0,64.8,56.9,29.8,23.8,26.8,0.0,1.0,0.5,104,105
PALMER,610111,5260,Network 1,7th Grade,2010,76.8,83.3,80.9,16.1,24.6,19.4,60.7,58.8,61.5,23.2,13.2,14.7,0.0,3.5,4.4,112,114
PALMER,610111,5260,Network 1,8th Grade,2010,88.9,84.4,86.7,10.0,30.0,20.0,78.9,54.4,66.7,11.1,15.6,13.3,0.0,0.0,0.0,90,90
PALMER,610111,5260,Network 1,3rd Grade,2011,69.1,84.3,76.8,17.3,42.2,29.9,51.9,42.2,47.0,24.7,10.8,17.7,6.2,4.8,5.5,81,83
PALMER,610111,5260,Network 1,4th Grade,2011,63.6,88.0,74.6,21.2,24.0,18.7,42.4,64.0,55.9,35.4,12.0,23.7,1.0,0.0,1.7,99,100
PALMER,610111,5260,Network 1,5th Grade,2011,66.7,76.0,71.4,12.1,8.7,10.3,54.5,67.3,61.1,33.3,23.1,28.1,0.0,1.0,0.5,99,104
PALMER,610111,5260,Network 1,6th Grade,2011,76.5,73.0,74.7,15.3,9.0,12.1,61.2,64.0,62.6,23.5,27.0,25.3,0.0,0.0,0.0,98,100
PALMER,610111,5260,Network 1,7th Grade,2011,77.2,77.4,77.7,17.4,29.0,21.9,59.8,48.4,55.8,21.7,18.3,18.0,1.1,4.3,4.3,92,93
PALMER,610111,5260,Network 1,8th Grade,2011,87.0,85.5,86.2,8.7,40.2,24.6,78.3,45.3,61.6,13.0,14.5,13.8,0.0,0.0,0.0,115,117
PALMER,610111,5260,Network 1,3rd Grade,2012,63.6,82.0,72.9,21.6,34.8,28.2,42.0,47.2,44.6,27.3,15.7,21.5,9.1,2.2,5.6,88,89
PALMER,610111,5260,Network 1,4th Grade,2012,67.1,83.7,72.2,20.0,31.4,19.2,47.1,52.3,52.9,28.2,12.8,21.2,4.7,3.5,6.7,85,86
PALMER,610111,5260,Network 1,5th Grade,2012,68.0,76.8,72.4,17.5,10.1,13.8,50.5,66.7,58.7,32.0,22.2,27.0,0.0,1.0,0.5,97,99
PALMER,610111,5260,Network 1,6th Grade,2012,75.0,75.0,75.0,10.2,7.4,8.8,64.8,67.6,66.2,25.0,24.1,24.5,0.0,0.9,0.5,108,108
PALMER,610111,5260,Network 1,7th Grade,2012,72.7,84.8,79.9,11.1,35.4,20.1,61.6,49.5,59.7,27.3,12.1,16.1,0.0,3.0,4.0,99,99
PALMER,610111,5260,Network 1,8th Grade,2012,84.0,83.2,83.6,12.8,38.9,25.9,71.3,44.2,57.7,16.0,16.8,16.4,0.0,0.0,0.0,94,95
PALMER,610111,5260,Network 1,3rd Grade,2013,51.6,48.4,50.0,6.5,9.7,8.1,45.2,38.7,41.9,35.5,44.1,39.8,12.9,7.5,10.2,93,93
PALMER,610111,5260,Network 1,4th Grade,2013,36.1,41.7,47.0,3.6,1.2,4.4,32.5,40.5,42.6,54.2,50.0,45.8,9.6,8.3,7.2,83,84
PALMER,610111,5260,Network 1,5th Grade,2013,48.8,44.8,46.8,9.3,3.4,6.4,39.5,41.4,40.5,36.0,36.8,36.4,15.1,18.4,16.8,86,87
PALMER,610111,5260,Network 1,6th Grade,2013,52.1,58.3,55.2,9.4,9.4,9.4,42.7,49.0,45.8,35.4,32.3,33.9,12.5,9.4,10.9,96,96
PALMER,610111,5260,Network 1,7th Grade,2013,58.8,62.2,63.1,14.4,10.2,13.0,44.3,52.0,50.2,35.1,34.7,31.4,6.2,3.1,5.5,97,98
PALMER,610111,5260,Network 1,8th Grade,2013,62.4,66.3,64.4,8.6,14.7,11.7,53.8,51.6,52.7,29.0,30.5,29.8,8.6,3.2,5.9,93,95
PALMER,610111,5260,Network 1,3rd Grade,2014,48.4,49.5,48.9,10.5,2.1,6.3,37.9,47.4,42.6,40.0,45.3,42.6,11.6,5.3,8.4,95,95
PALMER,610111,5260,Network 1,4th Grade,2014,48.8,47.1,53.4,10.7,4.7,7.9,38.1,42.4,45.5,41.7,43.5,39.9,9.5,9.4,6.7,84,85
PALMER,610111,5260,Network 1,5th Grade,2014,41.3,53.1,47.2,8.8,7.4,8.1,32.5,45.7,39.1,48.8,39.5,44.1,10.0,7.4,8.7,80,81
PALMER,610111,5260,Network 1,6th Grade,2014,60.7,64.3,62.5,10.7,17.9,14.3,50.0,46.4,48.2,34.5,29.8,32.1,4.8,6.0,5.4,84,84
PALMER,610111,5260,Network 1,7th Grade,2014,66.7,63.5,68.1,9.5,5.9,9.1,57.1,57.6,59.1,27.4,31.8,24.8,6.0,4.7,7.1,84,85
PALMER,610111,5260,Network 1,8th Grade,2014,50.0,69.3,59.7,11.0,14.9,12.9,39.0,54.5,46.8,47.0,27.7,37.3,3.0,3.0,3.0,100,101
PARKER,610112,5270,Network 11,3rd Grade,2010,44.9,59.4,52.2,4.3,8.7,6.5,40.6,50.7,45.7,44.9,29.0,37.0,10.1,11.6,10.9,69,69
PARKER,610112,5270,Network 11,4th Grade,2010,44.4,48.1,39.5,3.7,5.6,3.1,40.7,42.6,36.4,53.7,44.4,54.3,1.9,7.4,6.2,54,54
PARKER,610112,5270,Network 11,5th Grade,2010,39.3,41.0,40.2,3.3,0.0,1.6,36.1,41.0,38.5,59.0,57.4,58.2,1.6,1.6,1.6,61,61
PARKER,610112,5270,Network 11,6th Grade,2010,64.6,60.4,62.5,12.5,4.2,8.3,52.1,56.3,54.2,35.4,29.2,32.3,0.0,10.4,5.2,48,48
PARKER,610112,5270,Network 11,7th Grade,2010,68.9,70.5,70.5,4.9,6.6,3.8,63.9,63.9,66.7,31.1,23.0,22.4,0.0,6.6,7.1,61,61
PARKER,610112,5270,Network 11,8th Grade,2010,73.1,61.5,67.3,1.9,7.7,4.8,71.2,53.8,62.5,26.9,32.7,29.8,0.0,5.8,2.9,52,52
PARKER,610112,5270,Network 11,3rd Grade,2011,49.3,66.7,58.1,9.0,15.9,12.5,40.3,50.7,45.6,35.8,17.4,26.5,14.9,15.9,15.4,67,69
PARKER,610112,5270,Network 11,4th Grade,2011,49.4,71.3,56.4,7.6,6.3,4.6,41.8,65.0,51.9,49.4,25.0,38.6,1.3,3.8,5.0,79,80
PARKER,610112,5270,Network 11,5th Grade,2011,32.6,56.5,44.6,4.3,2.2,3.3,28.3,54.3,41.3,65.2,43.5,54.3,2.2,0.0,1.1,46,46
PARKER,610112,5270,Network 11,6th Grade,2011,74.1,62.5,68.4,6.9,7.1,7.0,67.2,55.4,61.4,25.9,37.5,31.6,0.0,0.0,0.0,58,56
PARKER,610112,5270,Network 11,7th Grade,2011,72.0,67.3,65.8,10.0,6.1,6.7,62.0,61.2,59.1,26.0,24.5,26.8,2.0,8.2,7.4,50,49
PARKER,610112,5270,Network 11,8th Grade,2011,74.6,71.6,73.1,1.5,10.4,6.0,73.1,61.2,67.2,25.4,26.9,26.1,0.0,1.5,0.7,67,67
PARKER,610112,5270,Network 11,3rd Grade,2012,44.8,58.3,51.6,9.4,8.3,8.9,35.4,50.0,42.7,43.8,31.3,37.5,11.5,10.4,10.9,96,96
PARKER,610112,5270,Network 11,4th Grade,2012,45.7,60.0,50.2,2.9,5.7,3.4,42.9,54.3,46.9,52.9,35.7,45.9,1.4,4.3,3.9,70,70
PARKER,610112,5270,Network 11,5th Grade,2012,44.8,53.5,49.1,4.6,3.5,4.0,40.2,50.0,45.1,54.0,44.2,49.1,1.1,2.3,1.7,87,86
PARKER,610112,5270,Network 11,6th Grade,2012,61.7,48.3,55.0,10.0,1.7,5.8,51.7,46.7,49.2,38.3,51.7,45.0,0.0,0.0,0.0,60,60
PARKER,610112,5270,Network 11,7th Grade,2012,54.5,77.3,64.6,1.5,4.5,2.5,53.0,72.7,62.1,45.5,22.7,30.8,0.0,0.0,4.5,66,66
PARKER,610112,5270,Network 11,8th Grade,2012,84.4,63.5,74.0,1.6,7.9,4.7,82.8,55.6,69.3,15.6,34.9,25.2,0.0,1.6,0.8,64,63
PARKER,610112,5270,Network 11,3rd Grade,2013,22.7,8.0,15.3,1.3,0.0,0.7,21.3,8.0,14.7,50.7,61.3,56.0,26.7,30.7,28.7,75,75
PARKER,610112,5270,Network 11,4th Grade,2013,25.3,23.0,28.8,4.0,1.4,2.7,21.3,21.6,26.1,62.7,51.4,55.0,12.0,25.7,16.2,75,74
PARKER,610112,5270,Network 11,5th Grade,2013,17.6,16.2,16.9,0.0,0.0,0.0,17.6,16.2,16.9,60.3,41.2,50.7,22.1,42.6,32.4,68,68
PARKER,610112,5270,Network 11,6th Grade,2013,34.5,24.1,29.3,4.6,0.0,2.3,29.9,24.1,27.0,56.3,49.4,52.9,9.2,26.4,17.8,87,87
PARKER,610112,5270,Network 11,7th Grade,2013,28.6,16.7,33.3,2.0,0.0,0.7,26.5,16.7,32.7,49.0,50.0,44.2,22.4,33.3,22.4,49,48
PARKER,610112,5270,Network 11,8th Grade,2013,28.8,15.2,22.0,0.0,0.0,0.0,28.8,15.2,22.0,59.1,80.3,69.7,12.1,4.5,8.3,66,66
PARKER,610112,5270,Network 11,3rd Grade,2014,20.7,16.9,18.8,0.0,0.0,0.0,20.7,16.9,18.8,58.5,62.7,60.6,20.7,20.5,20.6,82,83
PARKER,610112,5270,Network 11,4th Grade,2014,20.0,27.3,26.7,1.5,1.5,1.0,18.5,25.8,25.6,55.4,47.0,48.7,24.6,25.8,24.6,65,66
PARKER,610112,5270,Network 11,5th Grade,2014,25.8,27.3,26.5,1.5,1.5,1.5,24.2,25.8,25.0,51.5,65.2,58.3,22.7,7.6,15.2,66,66
PARKER,610112,5270,Network 11,6th Grade,2014,32.8,19.0,25.9,0.0,0.0,0.0,32.8,19.0,25.9,48.3,56.9,52.6,19.0,24.1,21.6,58,58
PARKER,610112,5270,Network 11,7th Grade,2014,38.9,27.8,42.6,4.2,0.0,3.2,34.7,27.8,39.4,45.8,58.3,42.6,15.3,13.9,14.8,72,72
PARKER,610112,5270,Network 11,8th Grade,2014,40.0,49.0,44.6,2.0,3.9,3.0,38.0,45.1,41.6,48.0,47.1,47.5,12.0,3.9,7.9,50,51
PARK MANOR,610115,5290,Network 12,3rd Grade,2010,38.2,55.9,47.1,2.9,8.8,5.9,35.3,47.1,41.2,32.4,38.2,35.3,29.4,5.9,17.6,34,34
PARK MANOR,610115,5290,Network 12,4th Grade,2010,52.0,64.0,48.6,0.0,0.0,0.0,52.0,64.0,48.6,40.0,24.0,40.5,8.0,12.0,10.8,25,25
PARK MANOR,610115,5290,Network 12,5th Grade,2010,29.0,25.8,27.4,0.0,0.0,0.0,29.0,25.8,27.4,67.7,74.2,71.0,3.2,0.0,1.6,31,31
PARK MANOR,610115,5290,Network 12,6th Grade,2010,68.6,60.0,64.3,8.6,2.9,5.7,60.0,57.1,58.6,31.4,40.0,35.7,0.0,0.0,0.0,35,35
PARK MANOR,610115,5290,Network 12,7th Grade,2010,53.3,53.3,54.4,0.0,0.0,0.0,53.3,53.3,54.4,46.7,40.0,34.4,0.0,6.7,11.1,30,30
PARK MANOR,610115,5290,Network 12,8th Grade,2010,65.8,64.9,65.3,0.0,8.1,4.0,65.8,56.8,61.3,34.2,32.4,33.3,0.0,2.7,1.3,38,37
PARK MANOR,610115,5290,Network 12,3rd Grade,2011,32.7,59.2,45.9,0.0,4.1,2.0,32.7,55.1,43.9,42.9,28.6,35.7,24.5,12.2,18.4,49,49
PARK MANOR,610115,5290,Network 12,4th Grade,2011,50.0,94.4,63.9,8.3,8.3,5.6,41.7,86.1,58.3,50.0,5.6,35.2,0.0,0.0,0.9,36,36
PARK MANOR,610115,5290,Network 12,5th Grade,2011,44.0,68.0,56.0,4.0,0.0,2.0,40.0,68.0,54.0,52.0,32.0,42.0,4.0,0.0,2.0,25,25
PARK MANOR,610115,5290,Network 12,6th Grade,2011,63.3,36.7,50.0,6.7,3.3,5.0,56.7,33.3,45.0,36.7,63.3,50.0,0.0,0.0,0.0,30,30
PARK MANOR,610115,5290,Network 12,7th Grade,2011,61.5,70.4,65.4,19.2,14.8,11.5,42.3,55.6,53.8,38.5,22.2,28.2,0.0,7.4,6.4,26,27
PARK MANOR,610115,5290,Network 12,8th Grade,2011,64.3,64.3,64.3,0.0,7.1,3.6,64.3,57.1,60.7,35.7,32.1,33.9,0.0,3.6,1.8,28,28
PARK MANOR,610115,5290,Network 12,3rd Grade,2012,60.9,75.0,68.1,8.7,12.5,10.6,52.2,62.5,57.4,32.6,16.7,24.5,6.5,8.3,7.4,46,48
PARK MANOR,610115,5290,Network 12,4th Grade,2012,50.0,82.4,60.4,8.8,5.9,5.9,41.2,76.5,54.5,50.0,14.7,37.6,0.0,2.9,2.0,34,34
PARK MANOR,610115,5290,Network 12,5th Grade,2012,59.4,78.1,68.8,9.4,3.1,6.3,50.0,75.0,62.5,37.5,21.9,29.7,3.1,0.0,1.6,32,32
PARK MANOR,610115,5290,Network 12,6th Grade,2012,76.0,68.0,72.0,8.0,0.0,4.0,68.0,68.0,68.0,20.0,32.0,26.0,4.0,0.0,2.0,25,25
PARK MANOR,610115,5290,Network 12,7th Grade,2012,78.1,84.4,75.0,3.1,12.5,6.3,75.0,71.9,68.8,21.9,9.4,21.9,0.0,6.3,3.1,32,32
PARK MANOR,610115,5290,Network 12,8th Grade,2012,90.3,76.7,83.6,16.1,13.3,14.8,74.2,63.3,68.9,9.7,23.3,16.4,0.0,0.0,0.0,31,30
PARK MANOR,610115,5290,Network 12,3rd Grade,2013,22.2,25.0,23.6,2.8,0.0,1.4,19.4,25.0,22.2,52.8,41.7,47.2,25.0,33.3,29.2,36,36
PARK MANOR,610115,5290,Network 12,4th Grade,2013,40.0,39.0,50.4,5.0,0.0,2.5,35.0,39.0,47.9,47.5,56.1,43.8,12.5,4.9,5.8,40,41
PARK MANOR,610115,5290,Network 12,5th Grade,2013,27.6,20.7,24.1,0.0,0.0,0.0,27.6,20.7,24.1,51.7,65.5,58.6,20.7,13.8,17.2,29,29
PARK MANOR,610115,5290,Network 12,6th Grade,2013,48.3,37.9,43.1,0.0,3.4,1.7,48.3,34.5,41.4,51.7,58.6,55.2,0.0,3.4,1.7,29,29
PARK MANOR,610115,5290,Network 12,7th Grade,2013,42.9,47.6,57.4,4.8,4.8,3.3,38.1,42.9,54.1,52.4,33.3,29.5,4.8,19.0,13.1,21,21
PARK MANOR,610115,5290,Network 12,8th Grade,2013,39.4,48.5,43.9,3.0,3.0,3.0,36.4,45.5,40.9,54.5,42.4,48.5,6.1,9.1,7.6,33,33
PARK MANOR,610115,5290,Network 12,3rd Grade,2014,25.9,22.2,24.1,0.0,0.0,0.0,25.9,22.2,24.1,55.6,51.9,53.7,18.5,25.9,22.2,27,27
PARK MANOR,610115,5290,Network 12,4th Grade,2014,22.2,26.5,31.4,2.8,0.0,1.0,19.4,26.5,30.4,66.7,61.8,58.8,11.1,11.8,9.8,36,34
PARK MANOR,610115,5290,Network 12,5th Grade,2014,23.3,40.0,31.7,0.0,0.0,0.0,23.3,40.0,31.7,66.7,56.7,61.7,10.0,3.3,6.7,30,30
PARK MANOR,610115,5290,Network 12,6th Grade,2014,48.3,37.9,43.1,0.0,6.9,3.4,48.3,31.0,39.7,48.3,48.3,48.3,3.4,13.8,8.6,29,29
PARK MANOR,610115,5290,Network 12,7th Grade,2014,35.7,61.5,53.8,0.0,7.7,3.8,35.7,53.8,50.0,60.7,34.6,36.3,3.6,3.8,10.0,28,26
PARK MANOR,610115,5290,Network 12,8th Grade,2014,48.0,64.0,56.0,0.0,8.0,4.0,48.0,56.0,52.0,36.0,20.0,28.0,16.0,16.0,16.0,25,25
PARKSIDE,610116,5300,Network 12,3rd Grade,2010,39.1,58.7,48.9,0.0,4.3,2.2,39.1,54.3,46.7,43.5,23.9,33.7,17.4,17.4,17.4,46,46
PARKSIDE,610116,5300,Network 12,4th Grade,2010,47.1,55.9,48.0,0.0,0.0,0.0,47.1,55.9,48.0,52.9,38.2,45.1,0.0,5.9,6.9,34,34
PARKSIDE,610116,5300,Network 12,5th Grade,2010,52.6,42.1,47.4,10.5,0.0,5.3,42.1,42.1,42.1,47.4,55.3,51.3,0.0,2.6,1.3,38,38
PARKSIDE,610116,5300,Network 12,6th Grade,2010,60.4,56.3,58.3,4.2,4.2,4.2,56.3,52.1,54.2,37.5,41.7,39.6,2.1,2.1,2.1,48,48
PARKSIDE,610116,5300,Network 12,7th Grade,2010,36.0,28.0,34.7,4.0,4.0,2.7,32.0,24.0,32.0,60.0,56.0,46.7,4.0,16.0,18.7,25,25
PARKSIDE,610116,5300,Network 12,8th Grade,2010,67.6,50.0,58.8,0.0,0.0,0.0,67.6,50.0,58.8,29.4,44.1,36.8,2.9,5.9,4.4,34,34
PARKSIDE,610116,5300,Network 12,3rd Grade,2011,35.0,62.5,48.8,0.0,10.0,5.0,35.0,52.5,43.8,52.5,30.0,41.3,12.5,7.5,10.0,40,40
PARKSIDE,610116,5300,Network 12,4th Grade,2011,34.3,65.7,47.1,2.9,2.9,1.9,31.4,62.9,45.2,62.9,31.4,47.1,2.9,2.9,5.8,35,35
PARKSIDE,610116,5300,Network 12,5th Grade,2011,45.2,54.8,50.0,3.2,0.0,1.6,41.9,54.8,48.4,51.6,45.2,48.4,3.2,0.0,1.6,31,31
PARKSIDE,610116,5300,Network 12,6th Grade,2011,61.3,54.8,58.1,3.2,6.5,4.8,58.1,48.4,53.2,38.7,45.2,41.9,0.0,0.0,0.0,31,31
PARKSIDE,610116,5300,Network 12,7th Grade,2011,63.9,58.3,62.0,11.1,8.3,8.3,52.8,50.0,53.7,36.1,36.1,28.7,0.0,5.6,9.3,36,36
PARKSIDE,610116,5300,Network 12,8th Grade,2011,64.0,54.2,59.2,0.0,4.2,2.0,64.0,50.0,57.1,36.0,41.7,38.8,0.0,4.2,2.0,25,24
PARKSIDE,610116,5300,Network 12,3rd Grade,2012,26.3,39.5,32.9,0.0,2.6,1.3,26.3,36.8,31.6,42.1,34.2,38.2,31.6,26.3,28.9,38,38
PARKSIDE,610116,5300,Network 12,4th Grade,2012,16.7,53.3,30.0,0.0,6.7,2.2,16.7,46.7,27.8,80.0,40.0,56.7,3.3,6.7,13.3,30,30
PARKSIDE,610116,5300,Network 12,5th Grade,2012,54.8,64.5,59.7,0.0,6.5,3.2,54.8,58.1,56.5,45.2,35.5,40.3,0.0,0.0,0.0,31,31
PARKSIDE,610116,5300,Network 12,6th Grade,2012,48.3,58.6,53.4,0.0,0.0,0.0,48.3,58.6,53.4,48.3,41.4,44.8,3.4,0.0,1.7,29,29
PARKSIDE,610116,5300,Network 12,7th Grade,2012,44.1,61.8,52.0,8.8,2.9,4.9,35.3,58.8,47.1,55.9,38.2,41.2,0.0,0.0,6.9,34,34
PARKSIDE,610116,5300,Network 12,8th Grade,2012,82.4,55.9,69.1,0.0,2.9,1.5,82.4,52.9,67.6,17.6,44.1,30.9,0.0,0.0,0.0,34,34
