school_id,School Name,Total,LEP,LEPperc,IEP,IEPperc,LowInc,LowIncperc
609869,Anna R. Langford Academy,339,0,0.00,39,11.50,338,99.71
610084,Annie Keller Elementary Gifted Magnet School,246,0,0.00,17,6.91,37,15.04
610277,Anthony Overton Elementary School,433,1,0.23,31,7.16,414,95.61
400010,"Architecture, Construction, and Engineering(ACE)Technical Ch",500,17,3.40,84,16.80,484,96.80
609951,Ariel Elementary Community Academy,550,0,0.00,59,10.73,470,85.45
610161,Arna Wendell Bontemps Elementary School,345,0,0.00,22,6.38,339,98.26
610171,Arnold Mireles Elementary Academy,901,247,27.41,81,8.99,894,99.22
610037,Arthur A Libby Elementary School,538,37,6.88,71,13.20,533,99.07
609887,Arthur Dixon Elementary School,650,3,0.46,52,8.00,576,88.62
609836,Arthur E Canty Elementary School,780,109,13.97,104,13.33,380,48.72
610268,Arthur R Ashe Elementary School,456,0,0.00,44,9.65,427,93.64
609941,Asa Philip Randolph Elementary School,567,0,0.00,58,10.23,549,96.83
610287,Ashburn Community Elementary School,490,29,5.92,73,14.90,443,90.41
400013,ASPIRA Charter - Early College,505,109,21.58,70,13.86,494,97.82
400017,ASPIRA Charter - Haugan Campus,592,132,22.30,71,11.99,585,98.82
400015,ASPIRA Charter - Mirta Ramirez Computer Science,397,62,15.62,83,20.91,390,98.24
609820,Augustus H Burley Elementary School,570,37,6.49,73,12.81,131,22.98
400018,Austin Business and Entrepreneurship Academy HS,317,1,0.32,64,20.19,311,98.11
610169,Austin O Sexton Elementary School,334,0,0.00,33,9.88,318,95.21
610501,Austin Polytechnical Academy High School,251,0,0.00,56,22.31,248,98.80
609786,Avalon Park Elementary School,393,0,0.00,38,9.67,381,96.95
610556,Banner Academy South,284,0,0.00,25,8.80,253,89.08
610555,Banner Academy West,162,0,0.00,30,18.52,155,95.68
610549,Banner North Elementary School,5,2,40.00,2,40.00,5,100.00
610550,Banner North High School,28,4,14.29,6,21.43,28,100.00
609871,Barbara Vick Early Childhood & Family Center,204,3,1.47,72,35.29,49,24.02
609922,Belmont-Cragin Elementary School,634,419,66.09,78,12.30,577,91.01
609764,Benito Juarez Community Academy High School,"1,683",227,13.49,215,12.77,"1,644",97.68
610265,Benjamin Banneker Elementary School,302,0,0.00,37,12.25,299,99.01
610290,Benjamin E Mays Elementary Academy,301,0,0.00,26,8.64,297,98.67
610076,Bernhard Moos Elementary School,425,129,30.35,51,12.00,415,97.65
610150,Betsy Ross Elementary School,350,1,0.29,46,13.14,328,93.71
400072,Betty Shabazz Intl Charter,303,4,1.32,21,6.93,266,87.79
400074,Betty Shabazz Intl Charter - Barbara A Sizemore,296,3,1.01,29,9.80,277,93.58
400073,Betty Shabazz Intl Charter - DuSable Leadership,398,0,0.00,41,10.30,366,91.96
610175,Beulah Shoesmith Elementary School,328,2,0.61,47,14.33,305,92.99
610087,Blair Early Childhood Center,137,60,43.80,137,100.00,104,75.91
609969,Bret Harte Elementary School,334,10,2.99,46,13.77,270,80.84
610106,Brian Piccolo Elementary Specialty School,541,86,15.90,63,11.65,499,92.24
610317,Brighton Park Elementary School,687,230,33.48,68,9.90,679,98.84
400019,Bronzeville Lighthouse Charter Elementary School,455,0,0.00,45,9.89,432,94.95
610381,Bronzeville Scholastic Academy High School,552,2,0.36,45,8.15,523,94.75
609821,Burnham Elementary Inclusive Academy,283,0,0.00,20,7.07,272,96.11
609827,Burnside Elementary Scholastic Academy,761,2,0.26,89,11.70,651,85.55
610353,Calmeca Academy of Fine Arts and Dual Language,789,375,47.53,75,9.51,768,97.34
609729,Carl Schurz High School,"2,364",305,12.90,388,16.41,"2,245",94.97
610039,Carl von Linne Elementary School,639,238,37.25,82,12.83,557,87.17
610238,Carrie Jacobs Bond Elementary School,343,5,1.46,89,25.95,318,92.71
609839,Carroll-Rosenwald Specialty Elementary School,536,2,0.37,64,11.94,475,88.62
610345,Carter G Woodson South Elementary School,329,4,1.22,56,17.02,307,93.31
400020,Catalyst Charter ES - Howland,507,0,0.00,39,7.69,496,97.83
400021,Catalyst Elementary School - Circle Rock,520,0,0.00,44,8.46,495,95.19
610148,Cesar E Chavez Multicultural Academic Center ES,913,487,53.34,87,9.53,913,100.00
609679,Charles Allen Prosser Career Academy High School,"1,416",48,3.39,142,10.03,"1,332",94.07
610005,Charles Evans Hughes Elementary School,317,0,0.00,33,10.41,315,99.37
609966,Charles G Hammond Elementary School,445,211,47.42,47,10.56,443,99.55
609879,Charles Gates Dawes Elementary School,"1,025",144,14.05,146,14.24,983,95.90
610366,Charles H Wacker Elementary School,243,1,0.41,24,9.88,211,86.83
610030,Charles Kozminski Elementary Community Academy,403,0,0.00,52,12.90,369,91.56
609996,Charles N Holden Elementary School,593,131,22.09,77,12.98,565,95.28
609833,Charles P Caldwell Academy of Math & Science ES,289,0,0.00,51,17.65,284,98.27
609732,Charles P Steinmetz Academic Centre High School,"1,890",192,10.16,288,15.24,"1,825",96.56
609875,Charles R Darwin Elementary School,620,264,42.58,91,14.68,585,94.35
609986,Charles R Henderson Elementary School,406,0,0.00,26,6.40,388,95.57
609813,Charles S Brownell Elementary School,310,0,0.00,20,6.45,310,100.00
609883,Charles S Deneen Elementary School,550,1,0.18,69,12.55,531,96.55
610194,Charles Sumner  Math & Science Community Acad ES,426,0,0.00,27,6.34,405,95.07
609897,Charles W Earle Elementary School,330,0,0.00,38,11.52,313,94.85
610248,Chicago Academy Elementary School,600,148,24.67,63,10.50,422,70.33
400091,Chicago Academy for Advanced Technology HS,303,14,4.62,61,20.13,285,94.06
610340,Chicago Academy High School,503,15,2.98,77,15.31,418,83.10
609753,Chicago High School for Agricultural Sciences,578,6,1.04,99,17.13,350,60.55
400022,Chicago High School for the Arts,437,0,0.00,32,7.32,227,51.95
400023,Chicago Intl Charter - Avalon / South Shore,421,0,0.00,29,6.89,404,95.96
400024,Chicago Intl Charter - Basil,730,38,5.21,95,13.01,723,99.04
400025,Chicago Intl Charter - Bucktown,667,124,18.59,70,10.49,554,83.06
400113,Chicago Intl Charter - Chicago Quest North,231,3,1.30,33,14.29,176,76.19
400027,Chicago Intl Charter - Irving Park,517,57,11.03,36,6.96,359,69.44
400108,Chicago Intl Charter - Larry Hawkins,478,1,0.21,73,15.27,464,97.07
400092,Chicago Intl Charter - Lloyd Bond,346,1,0.29,25,7.23,343,99.13
400033,Chicago Intl Charter - Longwood,"1,473",0,0.00,168,11.41,"1,283",87.10
400026,Chicago Intl Charter - Loomis Primary,592,0,0.00,40,6.76,485,81.93
400034,Chicago Intl Charter - Northtown,844,40,4.74,176,20.85,655,77.61
400028,Chicago Intl Charter - Prairie,403,93,23.08,37,9.18,388,96.28
400032,Chicago Intl Charter - Ralph Ellison,548,0,0.00,90,16.42,479,87.41
400029,Chicago Intl Charter - Washington Park,446,0,0.00,40,8.97,432,96.86
400030,Chicago Intl Charter - West Belden,500,216,43.20,69,13.80,473,94.60
400031,Chicago Intl Charter - Wrightwood,709,2,0.28,57,8.04,632,89.14
400035,Chicago Math and Science Academy High School,596,84,14.09,64,10.74,557,93.46
609754,Chicago Military Academy High School,482,3,0.62,27,5.60,442,91.70
400093,Chicago Talent Development HS,200,0,0.00,45,22.50,196,98.00
400036,Chicago Virtual Charter High School,598,34,5.69,45,7.53,381,63.71
609675,Chicago Vocational Achievement Academy HS,177,0,0.00,14,7.91,175,98.87
609674,Chicago Vocational Career Academy High School,827,5,0.60,195,23.58,822,99.40
609899,Christian Ebinger Elementary School,644,37,5.75,89,13.82,119,18.48
609705,Christian Fenger Academy High School,688,2,0.29,140,20.35,676,98.26
609863,Christopher Columbus Elementary School,309,84,27.18,21,6.80,253,81.88
609790,Clara Barton Elementary School,596,2,0.34,73,12.25,546,91.61
610347,Claremont Academy Elementary School,530,11,2.08,95,17.92,503,94.91
610401,Clemente Achievement Academy High School,184,7,3.80,17,9.24,183,99.46
610499,Collins Academy High School,409,1,0.24,78,19.07,409,100.00
610170,Columbia Explorers Elementary Academy,"1,033",338,32.72,84,8.13,"1,018",98.55
400038,Community Services West Academy,180,0,0.00,27,15.00,169,93.89
609748,Consuella B York Alternative High School,338,5,1.48,86,25.44,204,60.36
610004,Countee Cullen Elementary School,232,0,0.00,23,9.91,227,97.84
610378,Crane Achievement Academy High School,162,0,0.00,18,11.11,162,100.00
609781,Crispus Attucks Elementary School,276,0,0.00,36,13.04,271,98.19
609873,Crown Community Academy of Fine Arts Center ES,297,2,0.67,39,13.13,274,92.26
610063,Cyrus H McCormick Elementary School,892,434,48.65,83,9.30,791,88.68
609804,Daniel Boone Elementary School,748,364,48.66,68,9.09,685,91.58
610083,Daniel C Beard Elementary School,160,36,22.50,134,83.75,96,60.00
610380,Daniel Hale Williams Prep School of Medicine,324,1,0.31,21,6.48,304,93.83
609870,Daniel J Corkery Elementary School,630,246,39.05,59,9.37,568,90.16
609835,Daniel R Cameron Elementary School,822,192,23.36,111,13.50,773,94.04
610223,Daniel S Wentworth Elementary School,363,0,0.00,52,14.33,359,98.90
610221,Daniel Webster Elementary School,369,0,0.00,37,10.03,366,99.19
609704,David G Farragut Career Academy High School,"1,453",211,14.52,256,17.62,"1,436",98.83
610402,DeVry University Advantage Academy HS,200,3,1.50,5,2.50,166,83.00
609885,Dewey Elementary Academy of Fine Arts,357,6,1.68,44,12.32,352,98.60
609859,DeWitt Clinton Elementary School,"1,137",478,42.04,63,5.54,"1,004",88.30
610515,Disney II Magnet School,363,19,5.23,28,7.71,117,32.23
610077,Donald Morrill Math & Science Elementary School,822,243,29.56,109,13.26,815,99.15
610198,Douglas Taylor Elementary School,633,209,33.02,84,13.27,613,96.84
609751,Dr  Martin Luther King  Jr  College Prep HS,919,5,0.54,87,9.47,714,77.69
610533,Dr Jorge Prieto Math and Science,993,343,34.54,116,11.68,957,96.37
610266,Dumas Technology Academy,381,0,0.00,43,11.29,370,97.11
610188,Dunne Technology Academy,310,0,0.00,40,12.90,296,95.48
610352,Durkin Park Elementary School,542,197,36.35,77,14.21,486,89.67
610254,Dvorak Technology Academy,552,0,0.00,48,8.70,499,90.40
609736,Dyett High School,318,0,0.00,76,23.90,308,96.86
610132,Edgar Allan Poe Elementary Classical School,192,0,0.00,3,1.56,80,41.67
609901,Edgebrook Elementary School,463,5,1.08,60,12.96,47,10.15
610523,Edison Park Elementary School,428,41,9.58,68,15.89,67,15.65
609819,Edmond Burke Elementary School,241,0,0.00,26,10.79,227,94.19
609815,Edward A Bouchet Math & Science Academy ES,778,1,0.13,100,12.85,721,92.67
610246,Edward Beasley Elementary Magnet Academic Center,"1,363",1,0.07,60,4.40,"1,169",85.77
609881,Edward C Delano Elementary School,414,0,0.00,28,6.76,414,100.00
609862,Edward Coles Elementary Language Academy,550,2,0.36,65,11.82,536,97.45
609909,Edward Everett Elementary School,319,102,31.97,27,8.46,304,95.30
610012,Edward Jenner Elementary Academy of the Arts,313,0,0.00,64,20.45,288,92.01
609904,Edward K Ellington Elementary School,375,8,2.13,85,22.67,352,93.87
610006,Edward N Hurley Elementary School,825,247,29.94,98,11.88,747,90.55
609735,Edward Tilden Career Community Academy HS,463,27,5.83,97,20.95,452,97.62
610315,Edward White Elementary Career Academy,138,0,0.00,18,13.04,136,98.55
609708,Edwin G Foreman High School,"1,715",245,14.29,261,15.22,"1,501",87.52
609913,Elaine O Goodlow Elementary Magnet School,416,1,0.24,38,9.13,383,92.07
610227,Eli Whitney Elementary School,"1,126",523,46.45,76,6.75,"1,101",97.78
610233,Elihu Yale Elementary School,182,0,0.00,30,16.48,181,99.45
609852,Eliza Chappell Elementary School,446,158,35.43,79,17.71,355,79.60
610195,Elizabeth H Sutherland Elementary School,758,0,0.00,83,10.95,196,25.86
610119,Elizabeth Peabody Elementary School,288,96,33.33,42,14.58,266,92.36
610235,Ella Flagg Young Elementary School,"1,105",38,3.44,139,12.58,"1,072",97.01
609682,Ellen H Richards Career Academy High School,473,51,10.78,89,18.82,466,98.52
610073,Ellen Mitchell Elementary School,343,79,23.03,44,12.83,274,79.88
609712,Emil G Hirsch Metropolitan High School,455,0,0.00,121,26.59,448,98.46
609973,Emiliano Zapata Elementary Academy,976,519,53.18,84,8.61,890,91.19
610065,Emmett Louis Till Math and Science Academy,471,1,0.21,69,14.65,468,99.36
609916,Enrico Fermi Elementary School,237,0,0.00,62,26.16,233,98.31
610203,Enrico Tonti Elementary School,"1,004",320,31.87,79,7.87,983,97.91
400094,EPIC Academy High School,364,22,6.04,56,15.38,353,96.98
610543,Eric Solorio Academy High School,582,88,15.12,95,16.32,561,96.39
400039,Erie Elementary Charter School,351,98,27.92,43,12.25,312,88.89
610137,Ernst Prussing Elementary School,671,191,28.46,62,9.24,495,73.77
609908,Esmond Elementary School,340,1,0.29,45,13.24,306,90.00
609918,Eugene Field Elementary School,374,118,31.55,41,10.96,368,98.40
609874,Everett McKinley Dirksen Elementary School,777,379,48.78,96,12.36,601,77.35
610319,Evergreen Academy Middle School,389,43,11.05,58,14.91,383,98.46
610057,Fairfield Elementary Academy,598,170,28.43,60,10.03,592,99.00
610541,Federico Garcia Lorca Elementary School,858,382,44.52,101,11.77,825,96.15
609706,Fenger Achievement Academy High School,85,0,0.00,8,9.41,84,98.82
610120,Ferdinand Peck Elementary School,"1,553",748,48.16,116,7.47,"1,385",89.18
609917,Fernwood Elementary School,344,0,0.00,34,9.88,323,93.90
610258,Florence B Price Elementary School,111,0,0.00,13,11.71,110,99.10
610096,Florence Nightingale Elementary School,"1,376",678,49.27,142,10.32,"1,354",98.40
609924,Fort Dearborn Elementary School,477,0,0.00,35,7.34,457,95.81
609927,Foster Park Elementary School,421,0,0.00,75,17.81,405,96.20
610067,Francis M McKay Elementary School,885,51,5.76,116,13.11,783,88.47
610114,Francis Parkman Elementary School,224,17,7.59,44,19.64,220,98.21
610020,Francis Scott Key Elementary School,297,0,0.00,45,15.15,289,97.31
610112,Francis W Parker Elementary Community Academy,807,1,0.12,73,9.05,757,93.80
610215,Francisco I Madero Middle School,314,53,16.88,46,14.65,310,98.73
609800,Frank I Bennett Elementary School,502,0,0.00,58,11.55,486,96.81
609939,Frank L Gillespie Elementary School,608,2,0.33,83,13.65,565,92.93
609958,Frank W Gunsaulus Elementary Scholastic Academy,866,228,26.33,64,7.39,808,93.30
610144,Frank W Reilly Elementary School,"1,179",496,42.07,126,10.69,"1,134",96.18
609926,Franklin Elementary Fine Arts Center,363,16,4.41,51,14.05,144,39.67
610165,Franz Peter Schubert Elementary School,936,520,55.56,50,5.34,915,97.76
400040,Frazier Preparatory Academy Elementary School,413,0,0.00,35,8.47,402,97.34
610503,Frazier Prospective IB Magnet ES,220,0,0.00,22,10.00,215,97.73
609854,Frederic Chopin Elementary School,267,25,9.36,43,16.10,234,87.64
610245,Frederick A Douglass Academy High School,354,0,0.00,77,21.75,353,99.72
609930,Frederick Funston Elementary School,619,201,32.47,78,12.60,560,90.47
610163,Frederick Stock Elementary School,259,43,16.60,94,36.29,56,21.62
610010,Friedrich Ludwig Jahn Elementary School,489,103,21.06,82,16.77,411,84.05
609737,Friedrich W von Steuben Metropolitan Science HS,"1,635",22,1.35,147,8.99,"1,302",79.63
609709,Gage Park High School,"1,052",94,8.94,206,19.58,"1,026",97.53
400041,Galapagos Elementary Charter School,351,0,0.00,28,7.98,338,96.30
610009,Galileo Math & Science Scholastic Academy ES,608,56,9.21,55,9.05,456,75.00
400095,Garfield Park Preparatory Academy ES,204,1,0.49,25,12.25,202,99.02
610072,Garrett A Morgan Elementary School,237,7,2.95,57,24.05,215,90.72
610293,Genevieve Melody Elementary School,315,0,0.00,45,14.29,295,93.65
609779,George Armstrong International Studies ES,"1,487",411,27.64,148,9.95,"1,375",92.47
610062,George B McClellan Elementary School,284,62,21.83,72,25.35,249,87.68
610196,George B Swift Elementary Specialty School,705,321,45.53,73,10.35,626,88.79
609849,George F Cassell Elementary School,350,3,0.86,69,19.71,104,29.71
609761,George H Corliss High School,622,1,0.16,138,22.19,593,95.34
610305,George Leland Elementary School,180,0,0.00,30,16.67,174,96.67
610139,George M Pullman Elementary School,256,38,14.84,34,13.28,250,97.66
610048,George Manierre Elementary School,393,0,0.00,64,16.28,388,98.73
609795,George Rogers Clark Elementary School,295,59,20.00,41,13.90,277,93.90
609900,George W Curtis Elementary School,501,3,0.60,43,8.58,480,95.81
610202,George W Tilton Elementary School,319,2,0.63,40,12.54,302,94.67
609760,George Washington Carver Military Academy HS,532,17,3.20,43,8.08,518,97.37
609845,George Washington Carver Primary School,542,0,0.00,52,9.59,540,99.63
610219,George Washington Elementary School,812,101,12.44,95,11.70,669,82.39
609739,George Washington High School,"1,525",108,7.08,222,14.56,"1,418",92.98
609693,George Westinghouse High School,828,21,2.54,60,7.25,715,86.35
609920,Gerald Delgado Kanoon Elementary Magnet School,706,374,52.97,86,12.18,703,99.58
610187,Graeme Stewart Elementary School,279,99,35.48,54,19.35,244,87.46
610285,Granville T Woods Math & Science Academy ES,401,0,0.00,50,12.47,379,94.51
610383,Greater Lawndale High School For Social Justice,371,37,9.97,45,12.13,369,99.46
609857,Grover Cleveland Elementary School,685,218,31.82,130,18.98,642,93.72
610241,Guglielmo Marconi Elementary Community Academy,245,0,0.00,25,10.20,236,96.33
609741,Gurdon S Hubbard High School,"1,672",156,9.33,176,10.53,"1,617",96.71
609726,Gwendolyn Brooks College Preparatory Academy HS,781,1,0.13,51,6.53,660,84.51
610182,Hannah G Solomon Elementary School,362,91,25.14,81,22.38,226,62.43
610068,Hanson Park Elementary School,"1,489",526,35.33,265,17.80,"1,457",97.85
610124,Harold Washington Elementary School,549,1,0.18,74,13.48,543,98.91
610192,Harriet Beecher Stowe Elementary School,886,371,41.87,124,14.00,810,91.42
610158,Harriet E Sayre Elementary Language Academy,605,53,8.76,74,12.23,446,73.72
609974,Hawthorne Elementary Scholastic Academy,569,4,0.70,61,10.72,104,18.28
609985,Helen M Hefferan Elementary School,259,0,0.00,43,16.60,246,94.98
610122,Helen Peirce International Studies ES,978,242,24.74,65,6.65,775,79.24
609972,Helge A Haugan Elementary School,"1,284",767,59.74,149,11.60,"1,253",97.59
609856,Henry Clay Elementary School,630,158,25.08,62,9.84,587,93.17
610040,Henry D Lloyd Elementary School,"1,323",793,59.94,128,9.67,"1,131",85.49
400042,Henry Ford Academy Power House Charter HS,453,0,0.00,84,18.54,440,97.13
610092,Henry H Nash Elementary School,392,2,0.51,45,11.48,388,98.98
610279,Henry O Tanner Elementary School,449,1,0.22,90,20.04,427,95.10
609861,Henry R Clissold Elementary School,586,2,0.34,84,14.33,246,41.98
610297,High School of Leadership at South Shore,731,2,0.27,149,20.38,702,96.03
609798,Hiram H Belding Elementary School,657,162,24.66,63,9.59,480,73.06
609768,Hope College Preparatory High School,560,3,0.54,106,18.93,551,98.39
400043,Hope Institute Learning Academy,410,7,1.71,91,22.20,320,78.05
609850,Horace Greeley Elementary School,607,193,31.80,56,9.23,528,86.99
610052,Horace Mann Elementary School,471,3,0.64,69,14.65,459,97.45
610058,Horatio May Elementary Community Academy,456,0,0.00,45,9.87,441,96.71
609713,Hyde Park Academy High School,"1,513",1,0.07,213,14.08,"1,442",95.31
610390,Hyman G Rickover Naval Academy High School,424,12,2.83,41,9.67,364,85.85
610110,Ida B Wells Preparatory Elementary Academy,215,0,0.00,9,4.19,207,96.28
610273,Ignance Paderewski Elementary Learning Academy,128,6,4.69,15,11.72,128,100.00
610384,Infinity Math Science and Technology High School,388,32,8.25,46,11.86,380,97.94
400104,Instituto Health Sciences Career Academy HS,336,52,15.48,45,13.39,321,95.54
610078,Inter-American Elementary Magnet School,691,150,21.71,39,5.64,418,60.49
609848,Ira F Aldridge Elementary School,283,0,0.00,26,9.19,267,94.35
610532,Irene C. Hernandez Middle School for the Advancement of Scie,970,185,19.07,89,9.18,948,97.73
610125,Irma C Ruiz Elementary School,913,264,28.92,64,7.01,868,95.07
610276,Irvin C Mollison Elementary School,243,2,0.82,31,12.76,240,98.77
610103,Isabelle C O'Keeffe Elementary School,574,1,0.17,48,8.36,532,92.68
610256,Jackie Robinson Elementary School,140,0,0.00,13,9.29,120,85.71
609797,Jacob Beidler Elementary School,406,2,0.49,49,12.07,386,95.07
609766,Jacqueline B Vaughn Occupational High School,202,65,32.18,202,100.00,178,88.12
609912,James B Farnsworth Elementary School,574,125,21.78,131,22.82,359,62.54
610070,James B McPherson Elementary School,687,144,20.96,129,18.78,579,84.28
610066,James E McDade Elementary Classical School,199,0,0.00,5,2.51,77,38.69
609803,James G Blaine Elementary School,915,51,5.57,67,7.32,186,20.33
609983,James Hedges Elementary School,841,494,58.74,94,11.18,825,98.10
610047,James Madison Elementary School,314,0,0.00,31,9.87,295,93.95
610074,James Monroe Elementary School,"1,113",412,37.02,85,7.64,"1,019",91.55
610200,James N Thorp Elementary School,449,45,10.02,106,23.61,416,92.65
610107,James Otis Elementary School,489,107,21.88,101,20.65,456,93.25
609891,James R Doolittle Jr Elementary School,304,0,0.00,35,11.51,288,94.74
610044,James Russell Lowell Elementary School,587,163,27.77,87,14.82,576,98.13
610174,James Shields Elementary School,"1,805",651,36.07,196,10.86,"1,728",95.73
610213,James Wadsworth Elementary School,277,0,0.00,29,10.47,267,96.39
610217,James Ward Elementary School,486,168,34.57,35,7.20,429,88.27
610274,James Weldon Johnson Elementary School,362,0,0.00,38,10.50,353,97.51
610093,Jane A Neil Elementary School,305,3,0.98,110,36.07,266,87.21
609772,Jane Addams Elementary School,926,255,27.54,67,7.24,848,91.58
609796,Jean Baptiste Beaubien Elementary School,"1,172",176,15.02,112,9.56,628,53.58
610031,Jean D Lafayette Elementary School,471,111,23.57,132,28.03,409,86.84
610271,Jensen Elementary Scholastic Academy,364,0,0.00,23,6.32,338,92.86
609932,Jesse Owens Elementary Community Academy,342,0,0.00,36,10.53,320,93.57
610173,Jesse Sherwood Elementary School,355,0,0.00,49,13.80,336,94.65
609942,Johann W von Goethe Elementary School,785,160,20.38,86,10.96,660,84.08
610216,John A Walsh Elementary School,499,104,20.84,65,13.03,452,90.58
609894,John B Drake Elementary School,250,4,1.60,62,24.80,225,90.00
610089,John B Murphy Elementary School,637,210,32.97,92,14.44,537,84.30
609789,John Barry Elementary School,796,287,36.06,81,10.18,775,97.36
609829,John C Burroughs Elementary School,507,195,38.46,45,8.88,479,94.48
609866,John C Coonley Elementary School,663,95,14.33,129,19.46,231,34.84
609893,John C Dore Elementary School,586,55,9.39,88,15.02,363,61.95
610243,John Calhoun North Elementary School,328,0,0.00,47,14.33,318,96.95
609959,John Charles Haines Elementary School,662,184,27.79,51,7.70,631,95.32
610176,John D Shoop Math-Science Technical Academy ES,552,0,0.00,51,9.24,538,97.46
609898,John F Eberhart Elementary School,"1,762",555,31.50,136,7.72,"1,691",95.97
609718,John F Kennedy High School,"1,588",80,5.04,296,18.64,"1,295",81.55
609919,John Fiske Elementary School,254,0,0.00,25,9.84,233,91.73
610263,John Foster Dulles Elementary School,537,0,0.00,52,9.68,512,95.34
610228,John Greenleaf Whittier Elementary School,406,281,69.21,58,14.29,377,92.86
609964,John H Hamline Elementary School,676,321,47.49,72,10.65,615,90.98
610026,John H Kinzie Elementary School,726,122,16.80,197,27.13,475,65.43
610207,John H Vanderpoel Elementary Magnet School,317,0,0.00,29,9.15,201,63.41
609694,John Hancock College Preparatory High School,966,81,8.39,100,10.35,920,95.24
609971,John Harvard Elementary School of Excellence,475,0,0.00,40,8.42,470,98.95
609975,John Hay Elementary Community Academy,552,9,1.63,59,10.69,502,90.94
609782,John J Audubon Elementary School,573,51,8.90,59,10.30,209,36.47
610126,John J Pershing Elementary Humanities Magnet,257,3,1.17,15,5.84,195,75.88
610054,John L Marsh Elementary School,834,216,25.90,101,12.11,768,92.09
609710,John M Harlan Community Academy High School,"1,243",1,0.08,211,16.98,"1,175",94.53
610180,John M Smyth Elementary School,472,2,0.42,91,19.28,465,98.52
609723,John Marshall Metropolitan High School,730,1,0.14,172,23.56,692,94.79
609954,John Milton Gregory Elementary School,321,0,0.00,31,9.66,315,98.13
609775,John P Altgeld Elementary School,527,2,0.38,66,12.52,501,95.07
610111,John Palmer Elementary School,912,250,27.41,105,11.51,766,83.99
610184,John Spry Elementary Community School,803,425,52.93,98,12.20,802,99.88
610269,John T McCutcheon Elementary School,349,112,32.09,43,12.32,323,92.55
610130,John T Pirie Fine Arts & Academic Center ES,384,2,0.52,31,8.07,355,92.45
609864,John W Cook Elementary School,479,0,0.00,56,11.69,479,100.00
609937,John W Garvy Elementary School,715,125,17.48,106,14.83,310,43.36
610225,John Whistler Elementary School,376,1,0.27,64,17.02,353,93.88
610199,Johnnie Colemon Elementary Academy,266,3,1.13,30,11.28,231,86.84
609828,Jonathan Burr Elementary School,347,38,10.95,29,8.36,196,56.48
610159,Jonathan Y Scammon Elementary School,924,361,39.07,79,8.55,893,96.65
609865,Jordan Elementary Community School,746,257,34.45,73,9.79,683,91.55
610313,Jose De Diego Elementary Community Academy,867,77,8.88,95,10.96,757,87.31
609950,Josefa Ortiz De Dominguez Elementary School,781,522,66.84,88,11.27,756,96.80
610242,Joseph Brennemann Elementary School,360,105,29.17,54,15.00,320,88.89
609938,Joseph E Gary Elementary School,"1,204",498,41.36,144,11.96,"1,111",92.28
610015,Joseph Jungman Elementary School,284,136,47.89,38,13.38,267,94.01
609925,Joseph Kellman Corporate Community ES,293,0,0.00,10,3.41,277,94.54
610043,Joseph Lovett Elementary School,487,23,4.72,73,14.99,452,92.81
