School_Name,School_ID,Network,Grade,Year,Reading_StudentsNumber,Reading_VAM,Reading_Confidence,Reading_Percentile,Reading_Color,Math_StudentsNumber,Math_VAM,Math_Confidence,Math_Percentile,Math_Color
OGDEN HS,610529,North-Northwest Side,8th Grade,2013,94.0,0.1,-0.8 to 1,54,Yellow,94.0,-0.1,-0.6 to 0.4,46,Yellow
HALE,609960,Midway,5th Grade,2013,94.0,0.0,-0.7 to 0.8,48,Yellow,94.0,-1.4,-1.9 to -1,7,Red
"THORP, O",610201,O'Hare,4th Grade,2013,94.0,-0.2,-0.8 to 0.4,41,Yellow,94.0,-0.1,-0.6 to 0.4,47,Yellow
MOUNT GREENWOOD,610082,Rock Island,6th Grade,2013,94.0,-0.3,-1.2 to 0.5,34,Yellow,94.0,1.0,0.5 to 1.5,87,Green
MIRELES,610171,Skyway,5th Grade,2013,94.0,-0.3,-1.1 to 0.5,32,Yellow,94.0,0.8,0.3 to 1.2,80,Green
MOUNT GREENWOOD,610082,Rock Island,5th Grade,2013,94.0,-0.8,-1.6 to 0,15,Red,94.0,-0.8,-1.3 to -0.4,20,Red
"DAVIS, N",609876,Pershing,8th Grade,2013,91.0,0.7,-0.2 to 1.6,83,Yellow,93.0,1.7,1.2 to 2.2,98,Green
HAYT,609976,Ravenswood-Ridge,6th Grade,2013,93.0,0.5,-0.4 to 1.3,74,Yellow,93.0,0.9,0.4 to 1.4,84,Green
BURBANK,609818,Fullerton,7th Grade,2013,92.0,0.5,-0.4 to 1.3,72,Yellow,93.0,1.0,0.5 to 1.4,85,Green
LINCOLN,610038,Fullerton,6th Grade,2013,93.0,0.3,-0.6 to 1.1,65,Yellow,93.0,-1.1,-1.6 to -0.6,11,Red
UNO CHTR - SPC DANIEL ZIZUMBO,400079,Charter/Contract,4th Grade,2013,93.0,0.1,-0.5 to 0.8,58,Yellow,93.0,-0.9,-1.3 to -0.4,20,Red
LEE,610291,Midway,5th Grade,2013,93.0,0.0,-0.8 to 0.7,45,Yellow,93.0,-1.4,-1.8 to -0.9,8,Red
VOLTA,610209,O'Hare,5th Grade,2013,94.0,-0.1,-0.9 to 0.7,41,Yellow,93.0,-0.9,-1.3 to -0.4,17,Red
GLOBAL CITIZENSHIP CHTR,400009,Charter/Contract,All Grades,2013,93.0,-0.3,-1.3 to 0.7,33,Yellow,93.0,-0.8,-1.6 to 0,20,Red
BATEMAN,609792,O'Hare,6th Grade,2013,93.0,-0.7,-1.6 to 0.1,19,Yellow,93.0,-0.7,-1.2 to -0.3,20,Red
UNO CHTR - PFC OMAR E.TORRES,400080,Charter/Contract,4th Grade,2013,93.0,-0.8,-1.4 to -0.2,18,Red,93.0,-0.3,-0.8 to 0.2,40,Yellow
HALE,609960,Midway,8th Grade,2013,91.0,-1.0,-1.9 to -0.2,7,Red,93.0,0.7,0.1 to 1.2,80,Green
SPENCER TECH ACAD,610183,Austin-North Lawndale,7th Grade,2013,90.0,-1.4,-2.3 to -0.5,4,Red,93.0,0.1,-0.4 to 0.6,57,Yellow
MORRILL,610077,Midway,4th Grade,2013,94.0,-1.7,-2.4 to -1,4,Red,93.0,0.1,-0.4 to 0.6,55,Yellow
PALMER,610111,O'Hare,6th Grade,2013,91.0,0.5,-0.3 to 1.3,77,Yellow,92.0,0.6,0.1 to 1.1,76,Green
HALE,609960,Midway,4th Grade,2013,91.0,0.3,-0.3 to 1,66,Yellow,92.0,-0.2,-0.7 to 0.3,43,Yellow
"THORP, O",610201,O'Hare,5th Grade,2013,92.0,0.1,-0.7 to 0.8,50,Yellow,92.0,-0.3,-0.8 to 0.1,34,Yellow
HEDGES,609983,Pershing,5th Grade,2013,92.0,-0.5,-1.3 to 0.3,24,Yellow,92.0,0.3,-0.2 to 0.7,61,Yellow
"THORP, O",610201,O'Hare,8th Grade,2013,92.0,-0.9,-1.8 to -0.1,10,Red,92.0,-0.7,-1.2 to -0.1,22,Red
PARKER,610112,Englewood-Gresham,6th Grade,2013,90.0,1.4,0.5 to 2.3,95,Green,91.0,-0.8,-1.3 to -0.3,18,Red
LEE,610291,Midway,7th Grade,2013,92.0,1.0,0.1 to 1.8,88,Green,91.0,0.2,-0.3 to 0.7,62,Yellow
OGDEN HS,610529,North-Northwest Side,6th Grade,2013,91.0,0.8,0 to 1.7,85,Yellow,91.0,-0.4,-0.9 to 0,32,Yellow
DIXON,609887,Skyway,8th Grade,2013,92.0,0.6,-0.3 to 1.5,81,Yellow,91.0,0.3,-0.2 to 0.9,67,Yellow
HALE,609960,Midway,6th Grade,2013,91.0,0.6,-0.3 to 1.4,78,Yellow,91.0,0.4,-0.1 to 0.9,68,Yellow
BATEMAN,609792,O'Hare,8th Grade,2013,92.0,0.4,-0.5 to 1.3,73,Yellow,91.0,0.1,-0.4 to 0.6,56,Yellow
HALE,609960,Midway,7th Grade,2013,90.0,0.3,-0.6 to 1.1,62,Yellow,91.0,0.9,0.3 to 1.6,84,Green
PORTAGE PARK,610135,O'Hare,7th Grade,2013,91.0,0.1,-0.8 to 0.9,53,Yellow,91.0,-0.1,-0.6 to 0.4,46,Yellow
REINBERG,610145,O'Hare,8th Grade,2013,91.0,-0.4,-1.3 to 0.5,29,Yellow,91.0,0.3,-0.3 to 0.8,63,Yellow
SPENCER TECH ACAD,610183,Austin-North Lawndale,4th Grade,2013,91.0,-0.7,-1.4 to 0,21,Red,91.0,-1.0,-1.5 to -0.4,17,Red
GARVY,609937,O'Hare,7th Grade,2013,91.0,-0.6,-1.5 to 0.3,20,Yellow,91.0,-0.2,-0.7 to 0.3,42,Yellow
CANTY,609836,O'Hare,7th Grade,2013,90.0,0.5,-0.4 to 1.4,73,Yellow,90.0,1.2,0.7 to 1.7,92,Green
"THORP, O",610201,O'Hare,6th Grade,2013,90.0,0.4,-0.5 to 1.2,70,Yellow,90.0,0.7,0.2 to 1.1,78,Green
PALMER,610111,O'Hare,8th Grade,2013,90.0,0.1,-0.8 to 1,54,Yellow,90.0,0.4,-0.1 to 0.9,69,Yellow
CHAVEZ,610148,Pershing,6th Grade,2013,90.0,-0.1,-1 to 0.8,48,Yellow,90.0,-0.8,-1.2 to -0.3,19,Red
DIXON,609887,Skyway,7th Grade,2013,91.0,-0.4,-1.3 to 0.5,29,Yellow,90.0,1.4,0.9 to 1.9,95,Green
BATEMAN,609792,O'Hare,5th Grade,2013,90.0,-1.2,-2 to -0.4,8,Red,90.0,-1.4,-1.8 to -0.9,8,Red
GUNSAULUS,609958,Pershing,6th Grade,2013,90.0,-1.4,-2.2 to -0.6,4,Red,90.0,1.0,0.5 to 1.5,87,Green
AZUELA,610544,Midway,5th Grade,2013,89.0,1.4,0.6 to 2.2,95,Green,89.0,0.5,0.1 to 1,73,Green
HEDGES,609983,Pershing,7th Grade,2013,88.0,0.9,0 to 1.8,87,Green,89.0,-0.8,-1.3 to -0.3,18,Red
LEE,610291,Midway,8th Grade,2013,89.0,0.7,-0.2 to 1.6,83,Yellow,89.0,-0.5,-1 to 0,28,Yellow
MORRILL,610077,Midway,7th Grade,2013,90.0,0.4,-0.5 to 1.3,67,Yellow,89.0,-0.7,-1.2 to -0.2,21,Red
DIEGO,610313,Fulton,8th Grade,2013,89.0,0.1,-0.8 to 1,56,Yellow,89.0,1.6,1.1 to 2.1,97,Green
GOUDY,609945,Ravenswood-Ridge,6th Grade,2013,89.0,0.0,-0.8 to 0.9,54,Yellow,89.0,-0.6,-1.1 to -0.1,24,Red
FIELD,609918,Ravenswood-Ridge,4th Grade,2013,89.0,-0.2,-0.9 to 0.5,39,Yellow,89.0,-0.4,-1 to 0.1,33,Yellow
LEE,610291,Midway,4th Grade,2013,90.0,-0.4,-1.1 to 0.2,30,Yellow,89.0,-1.1,-1.6 to -0.6,14,Red
JAMIESON,610011,Ravenswood-Ridge,8th Grade,2013,89.0,-0.5,-1.3 to 0.4,26,Yellow,89.0,1.0,0.5 to 1.6,88,Green
LINDBLOM HS,610391,Southwest Side,8th Grade,2013,89.0,-1.0,-1.9 to -0.1,7,Red,89.0,-0.5,-1 to 0.1,29,Yellow
SUTHERLAND,610195,Rock Island,5th Grade,2013,88.0,1.4,0.6 to 2.1,95,Green,88.0,-0.2,-0.7 to 0.2,41,Yellow
AZUELA,610544,Midway,7th Grade,2013,88.0,1.2,0.4 to 2.1,94,Green,88.0,1.1,0.6 to 1.6,88,Green
KENWOOD HS,609746,South Side,8th Grade,2013,88.0,0.9,0 to 1.7,88,Yellow,88.0,-0.4,-1 to 0.2,33,Yellow
RUIZ,610125,Pilsen-Little Village,4th Grade,2013,88.0,0.8,0.2 to 1.5,85,Green,88.0,0.1,-0.4 to 0.6,56,Yellow
ZAPATA,609973,Pilsen-Little Village,6th Grade,2013,88.0,0.5,-0.3 to 1.4,78,Yellow,88.0,-0.5,-1 to -0.1,27,Red
RUIZ,610125,Pilsen-Little Village,8th Grade,2013,88.0,0.3,-0.6 to 1.2,66,Yellow,88.0,0.4,-0.1 to 1,70,Yellow
RUIZ,610125,Pilsen-Little Village,5th Grade,2013,88.0,0.2,-0.6 to 1,58,Yellow,88.0,0.3,-0.1 to 0.8,65,Yellow
LINCOLN,610038,Fullerton,8th Grade,2013,88.0,-0.1,-1 to 0.8,44,Yellow,88.0,0.8,0.3 to 1.4,84,Green
HURLEY,610006,Midway,6th Grade,2013,88.0,-0.1,-1 to 0.7,44,Yellow,88.0,0.6,0.2 to 1.1,77,Green
LORCA,610541,Fullerton,7th Grade,2013,87.0,-0.4,-1.2 to 0.5,30,Yellow,88.0,0.0,-0.5 to 0.5,54,Yellow
FIELD,609918,Ravenswood-Ridge,5th Grade,2013,88.0,-0.7,-1.4 to 0.1,19,Yellow,88.0,0.3,-0.2 to 0.7,62,Yellow
KILMER,610022,Ravenswood-Ridge,4th Grade,2013,85.0,1.0,0.4 to 1.7,90,Green,87.0,1.1,0.6 to 1.6,89,Green
BURNSIDE,609827,Skyway,7th Grade,2013,87.0,1.0,0.1 to 1.9,89,Green,87.0,-0.4,-0.9 to 0.1,32,Yellow
MIRELES,610171,Skyway,8th Grade,2013,88.0,0.7,-0.2 to 1.6,83,Yellow,87.0,1.2,0.6 to 1.7,91,Green
LORCA,610541,Fullerton,5th Grade,2013,86.0,0.6,-0.3 to 1.5,79,Yellow,87.0,0.4,-0.1 to 1,70,Yellow
KANOON,609920,Pilsen-Little Village,5th Grade,2013,87.0,0.4,-0.4 to 1.2,68,Yellow,87.0,1.5,1.1 to 2,95,Green
PORTAGE PARK,610135,O'Hare,6th Grade,2013,86.0,0.1,-0.8 to 1,57,Yellow,87.0,-0.5,-1 to 0,27,Red
CAMRAS,610539,Fullerton,6th Grade,2013,87.0,0.0,-0.8 to 0.9,53,Yellow,87.0,-0.1,-0.6 to 0.4,44,Yellow
SEWARD,610167,Pershing,4th Grade,2013,87.0,0.0,-0.7 to 0.6,52,Yellow,87.0,-0.2,-0.7 to 0.3,43,Yellow
CASTELLANOS,609826,Pilsen-Little Village,5th Grade,2013,88.0,0.0,-0.8 to 0.8,48,Yellow,87.0,-0.2,-0.7 to 0.2,39,Yellow
CAMRAS,610539,Fullerton,4th Grade,2013,87.0,-0.2,-0.9 to 0.5,41,Yellow,87.0,-0.1,-0.6 to 0.4,46,Yellow
PETERSON,610127,O'Hare,5th Grade,2013,86.0,-0.4,-1.2 to 0.4,27,Yellow,87.0,-0.2,-0.7 to 0.3,41,Yellow
BRADWELL,609806,AUSL,4th Grade,2013,89.0,-0.6,-1.4 to 0.2,24,Yellow,87.0,-0.8,-1.4 to -0.2,21,Red
CHGO MATH & SCI ACAD CAMPUS HS,400035,Charter/Contract,8th Grade,2013,87.0,-0.8,-1.7 to 0.1,14,Yellow,87.0,-0.4,-1 to 0.1,31,Yellow
CAMRAS,610539,Fullerton,8th Grade,2013,87.0,-1.1,-2 to -0.2,5,Red,87.0,-0.7,-1.3 to -0.2,21,Red
"THORP, O",610201,O'Hare,7th Grade,2013,86.0,1.4,0.6 to 2.3,97,Green,86.0,1.1,0.6 to 1.6,88,Green
REINBERG,610145,O'Hare,7th Grade,2013,85.0,0.9,0 to 1.8,87,Green,86.0,-0.9,-1.4 to -0.4,16,Red
VOLTA,610209,O'Hare,7th Grade,2013,86.0,0.8,0 to 1.7,84,Yellow,86.0,0.0,-0.5 to 0.5,52,Yellow
SUTHERLAND,610195,Rock Island,6th Grade,2013,86.0,0.8,-0.1 to 1.6,84,Yellow,86.0,1.1,0.6 to 1.6,89,Green
"WASHINGTON, G",610219,Lake Calumet,7th Grade,2013,84.0,0.7,-0.2 to 1.6,80,Yellow,86.0,0.4,-0.1 to 0.9,67,Yellow
CALMECA,610353,Pershing,6th Grade,2013,91.0,0.5,-0.4 to 1.4,77,Yellow,86.0,-0.8,-1.3 to -0.3,17,Red
CLINTON,609859,Ravenswood-Ridge,5th Grade,2013,86.0,0.5,-0.4 to 1.3,72,Yellow,86.0,0.2,-0.3 to 0.7,59,Yellow
COLUMBIA EXPLORERS,610170,Pershing,7th Grade,2013,86.0,0.2,-0.7 to 1.1,59,Yellow,86.0,0.8,0.3 to 1.3,81,Green
CALMECA,610353,Pershing,4th Grade,2013,86.0,0.0,-0.7 to 0.6,51,Yellow,86.0,0.2,-0.3 to 0.8,60,Yellow
BELL,609799,Ravenswood-Ridge,8th Grade,2013,88.0,0.0,-0.9 to 0.9,47,Yellow,86.0,-1.1,-1.6 to -0.5,12,Red
PRIETO,610533,Fullerton,7th Grade,2013,81.0,-0.6,-1.5 to 0.3,21,Yellow,86.0,1.3,0.8 to 1.8,93,Green
WHITNEY,610227,Pilsen-Little Village,7th Grade,2013,86.0,-0.7,-1.6 to 0.2,18,Yellow,86.0,0.0,-0.5 to 0.5,50,Yellow
SUTHERLAND,610195,Rock Island,7th Grade,2013,85.0,2.0,1.1 to 2.8,99,Green,85.0,0.4,-0.1 to 0.9,67,Yellow
SKINNER,610177,Fulton,4th Grade,2013,84.0,1.4,0.7 to 2.1,96,Green,85.0,1.2,0.7 to 1.7,92,Green
PEIRCE,610122,Ravenswood-Ridge,7th Grade,2013,85.0,1.1,0.2 to 1.9,91,Green,85.0,-0.1,-0.6 to 0.4,47,Yellow
MCDADE,610066,Skyway,All Grades,2013,84.0,0.8,-0.3 to 1.9,86,Yellow,85.0,1.6,0.8 to 2.4,94,Green
BRIDGE,609810,O'Hare,6th Grade,2013,85.0,0.6,-0.3 to 1.4,78,Yellow,85.0,-0.3,-0.8 to 0.2,36,Yellow
BRIDGE,609810,O'Hare,7th Grade,2013,85.0,0.5,-0.3 to 1.4,74,Yellow,85.0,-0.3,-0.8 to 0.2,35,Yellow
NOBEL,610098,Garfield-Humboldt,7th Grade,2013,85.0,0.4,-0.5 to 1.3,68,Yellow,85.0,-0.5,-1 to 0,29,Yellow
GARVY,609937,O'Hare,5th Grade,2013,85.0,0.3,-0.5 to 1.1,64,Yellow,85.0,0.4,-0.1 to 0.9,68,Yellow
MARSH,610054,Lake Calumet,7th Grade,2013,85.0,0.3,-0.6 to 1.2,63,Yellow,85.0,1.0,0.5 to 1.5,86,Green
DALEY,610239,Pershing,4th Grade,2013,85.0,-0.3,-1 to 0.3,34,Yellow,85.0,-0.5,-1.1 to 0,30,Red
MORRILL,610077,Midway,5th Grade,2013,84.0,-0.3,-1.1 to 0.5,32,Yellow,85.0,0.0,-0.5 to 0.5,48,Yellow
PALMER,610111,O'Hare,5th Grade,2013,87.0,-0.3,-1.1 to 0.4,31,Yellow,85.0,-1.8,-2.3 to -1.3,3,Red
BRIDGE,609810,O'Hare,4th Grade,2013,85.0,-0.5,-1.2 to 0.1,26,Yellow,85.0,0.0,-0.5 to 0.5,51,Yellow
ZAPATA,609973,Pilsen-Little Village,7th Grade,2013,86.0,-0.9,-1.8 to 0,12,Red,85.0,-1.3,-1.9 to -0.8,6,Red
SPRY,610184,Pilsen-Little Village,5th Grade,2013,85.0,-1.0,-1.8 to -0.2,10,Red,85.0,-0.2,-0.7 to 0.2,39,Yellow
COONLEY,609866,Ravenswood-Ridge,4th Grade,2013,84.0,1.0,0.3 to 1.7,89,Green,84.0,0.8,0.3 to 1.3,84,Green
SOUTH LOOP,609990,Burnham Park,4th Grade,2013,84.0,0.9,0.2 to 1.6,87,Green,84.0,0.9,0.4 to 1.4,85,Green
MARSH,610054,Lake Calumet,5th Grade,2013,85.0,0.7,-0.1 to 1.5,83,Yellow,84.0,-0.7,-1.2 to -0.3,21,Red
CHAVEZ,610148,Pershing,7th Grade,2013,82.0,0.7,-0.2 to 1.7,81,Yellow,84.0,0.4,-0.1 to 0.9,70,Yellow
SUTHERLAND,610195,Rock Island,4th Grade,2013,84.0,0.5,-0.2 to 1.2,74,Yellow,84.0,0.2,-0.3 to 0.7,59,Yellow
LEE,610291,Midway,6th Grade,2013,84.0,0.4,-0.5 to 1.2,70,Yellow,84.0,0.9,0.4 to 1.4,85,Green
CALMECA,610353,Pershing,8th Grade,2013,84.0,0.4,-0.5 to 1.3,69,Yellow,84.0,1.2,0.6 to 1.8,91,Green
DETT,610252,Fulton,All Grades,2013,84.0,0.3,-0.8 to 1.5,66,Yellow,84.0,0.7,-0.1 to 1.5,79,Yellow
MCKAY,610067,Midway,6th Grade,2013,84.0,0.1,-0.8 to 1,61,Yellow,84.0,0.9,0.4 to 1.4,84,Green
CICS-WRIGHTWOOD,400031,Charter/Contract,4th Grade,2013,84.0,-0.2,-0.8 to 0.5,43,Yellow,84.0,0.3,-0.2 to 0.9,64,Yellow
BARRY,609789,Fullerton,5th Grade,2013,84.0,-0.4,-1.2 to 0.4,30,Yellow,84.0,0.3,-0.2 to 0.8,64,Yellow
LITTLE VILLAGE,609834,Pilsen-Little Village,8th Grade,2013,84.0,-0.5,-1.4 to 0.4,26,Yellow,84.0,0.2,-0.4 to 0.7,59,Yellow
BARTON,609790,Englewood-Gresham,4th Grade,2013,85.0,-1.4,-2.1 to -0.7,8,Red,84.0,-1.0,-1.6 to -0.5,15,Red
AMANDLA CHTR HS,400012,Charter/Contract,7th Grade,2013,82.0,-1.3,-2.3 to -0.4,4,Red,84.0,-0.3,-0.8 to 0.2,36,Yellow
PULASKI,610138,Fullerton,4th Grade,2013,83.0,1.2,0.5 to 1.9,93,Green,83.0,1.5,1 to 2,95,Green
KIPP ASCEND CHTR CAMPUS,400044,Charter/Contract,6th Grade,2013,83.0,1.1,0.2 to 2,91,Green,83.0,-0.4,-0.9 to 0.1,34,Yellow
LORCA,610541,Fullerton,6th Grade,2013,83.0,0.9,0 to 1.8,87,Yellow,83.0,-0.5,-1 to 0,27,Red
LORCA,610541,Fullerton,4th Grade,2013,83.0,0.9,0.2 to 1.5,86,Green,83.0,1.2,0.7 to 1.7,92,Green
PULASKI,610138,Fullerton,6th Grade,2013,83.0,0.8,-0.1 to 1.7,85,Yellow,83.0,0.7,0.2 to 1.2,78,Green
GOUDY,609945,Ravenswood-Ridge,4th Grade,2013,83.0,0.3,-0.4 to 1,65,Yellow,83.0,0.4,-0.1 to 1,69,Yellow
CHRISTOPHER,609855,Midway,All Grades,2013,83.0,0.2,-0.9 to 1.4,63,Yellow,83.0,0.8,0 to 1.6,82,Yellow
"BROWN, W",609812,Fulton,All Grades,2013,82.0,0.0,-1.2 to 1.2,50,Yellow,83.0,-0.6,-1.4 to 0.3,29,Yellow
BOONE,609804,Ravenswood-Ridge,6th Grade,2013,84.0,-0.1,-0.9 to 0.8,50,Yellow,83.0,0.4,-0.2 to 0.9,66,Yellow
SKINNER,610177,Fulton,6th Grade,2013,83.0,-0.1,-1 to 0.7,44,Yellow,83.0,0.2,-0.3 to 0.7,60,Yellow
MOUNT GREENWOOD,610082,Rock Island,7th Grade,2013,83.0,-0.2,-1.1 to 0.7,41,Yellow,83.0,0.1,-0.4 to 0.7,59,Yellow
JAMIESON,610011,Ravenswood-Ridge,7th Grade,2013,83.0,-0.2,-1.1 to 0.7,38,Yellow,83.0,0.0,-0.6 to 0.5,50,Yellow
CICS-WRIGHTWOOD,400031,Charter/Contract,5th Grade,2013,83.0,-0.5,-1.3 to 0.3,25,Yellow,83.0,-0.2,-0.7 to 0.3,42,Yellow
PICKARD,610129,Pilsen-Little Village,4th Grade,2013,83.0,-0.8,-1.4 to -0.1,20,Red,83.0,-0.3,-0.9 to 0.2,38,Yellow
SPENCER TECH ACAD,610183,Austin-North Lawndale,6th Grade,2013,85.0,-2.0,-2.9 to -1.1,1,Red,83.0,-1.4,-2 to -0.9,7,Red
BARRY,609789,Fullerton,6th Grade,2013,82.0,0.9,0 to 1.8,89,Green,82.0,1.0,0.5 to 1.5,87,Green
PETERSON,610127,O'Hare,6th Grade,2013,81.0,0.9,0 to 1.8,88,Green,82.0,-0.1,-0.6 to 0.4,43,Yellow
PASTEUR,610117,Midway,5th Grade,2013,112.0,0.7,0 to 1.4,81,Yellow,82.0,-0.3,-0.8 to 0.1,35,Yellow
CANTY,609836,O'Hare,6th Grade,2013,82.0,0.6,-0.3 to 1.5,79,Yellow,82.0,2.4,1.9 to 2.9,99,Green
STOWE,610192,Garfield-Humboldt,8th Grade,2013,83.0,0.3,-0.6 to 1.2,65,Yellow,82.0,3.6,3.1 to 4.2,100,Green
WHITNEY,610227,Pilsen-Little Village,8th Grade,2013,83.0,0.2,-0.7 to 1.2,62,Yellow,82.0,0.9,0.1 to 1.6,85,Green
SEWARD,610167,Pershing,6th Grade,2013,81.0,0.1,-0.7 to 1,61,Yellow,82.0,0.2,-0.3 to 0.7,60,Yellow
CAMERON,609835,Garfield-Humboldt,7th Grade,2013,83.0,0.2,-0.7 to 1.1,56,Yellow,82.0,0.6,0 to 1.1,74,Green
SMYSER,610179,O'Hare,5th Grade,2013,82.0,0.1,-0.7 to 0.9,51,Yellow,82.0,-0.2,-0.7 to 0.3,42,Yellow
CHGO MATH & SCI ACAD CAMPUS HS,400035,Charter/Contract,6th Grade,2013,82.0,-0.7,-1.6 to 0.2,19,Yellow,82.0,-0.8,-1.3 to -0.2,19,Red
KIPP ASCEND CHTR CAMPUS,400044,Charter/Contract,7th Grade,2013,82.0,-1.0,-1.9 to -0.1,10,Red,82.0,0.9,0.3 to 1.4,82,Green
POE,610132,Lake Calumet,All Grades,2013,82.0,-1.2,-2.3 to -0.1,10,Red,82.0,0.6,-0.2 to 1.4,76,Yellow
LITTLE VILLAGE,609834,Pilsen-Little Village,5th Grade,2013,82.0,-1.1,-1.9 to -0.2,9,Red,82.0,-0.8,-1.3 to -0.3,20,Red
PULASKI,610138,Fullerton,8th Grade,2013,81.0,1.7,0.8 to 2.6,98,Green,81.0,1.1,0.5 to 1.6,89,Green
GUNSAULUS,609958,Pershing,5th Grade,2013,81.0,1.2,0.4 to 2,93,Green,81.0,0.5,0 to 1,72,Green
ADDAMS,609772,Lake Calumet,5th Grade,2013,82.0,0.6,-0.2 to 1.4,77,Yellow,81.0,1.5,1 to 2,95,Green
CAMERON,609835,Garfield-Humboldt,5th Grade,2013,81.0,0.5,-0.3 to 1.4,75,Yellow,81.0,1.3,0.8 to 1.8,91,Green
MIRELES,610171,Skyway,7th Grade,2013,81.0,0.4,-0.5 to 1.4,70,Yellow,81.0,1.2,0.7 to 1.7,91,Green
COOPER,609867,Pilsen-Little Village,4th Grade,2013,81.0,0.3,-0.4 to 1,64,Yellow,81.0,0.7,0.2 to 1.2,79,Green
CAMRAS,610539,Fullerton,7th Grade,2013,81.0,0.2,-0.7 to 1.2,62,Yellow,81.0,0.4,-0.2 to 0.9,68,Yellow
SPRY,610184,Pilsen-Little Village,8th Grade,2013,82.0,0.1,-0.8 to 1.1,57,Yellow,81.0,0.1,-0.5 to 0.6,55,Yellow
BRADWELL,609806,AUSL,5th Grade,2013,82.0,0.0,-0.9 to 0.9,47,Yellow,81.0,0.4,-0.1 to 1,70,Yellow
CHGO MATH & SCI ACAD CAMPUS HS,400035,Charter/Contract,7th Grade,2013,81.0,-0.1,-1 to 0.8,42,Yellow,81.0,-0.9,-1.4 to -0.4,15,Red
KIPP ASCEND CHTR CAMPUS,400044,Charter/Contract,8th Grade,2013,81.0,-0.3,-1.2 to 0.7,37,Yellow,81.0,-0.8,-1.3 to -0.2,19,Red
BRADWELL,609806,AUSL,7th Grade,2013,81.0,-0.3,-1.7 to 1.1,34,Yellow,81.0,-0.4,-1 to 0.1,31,Yellow
CICS-BASIL,400024,Charter/Contract,5th Grade,2013,80.0,-0.4,-1.3 to 0.4,28,Yellow,81.0,-1.5,-2 to -1.1,5,Red
UNIV OF CHGO CHTR-DONOGHUE,400075,Charter/Contract,4th Grade,2013,81.0,-0.7,-1.4 to 0,23,Yellow,81.0,-0.4,-0.9 to 0.1,34,Yellow
PALMER,610111,O'Hare,4th Grade,2013,80.0,-0.7,-1.4 to 0,21,Red,81.0,-1.0,-1.5 to -0.5,16,Red
BRADWELL,609806,AUSL,6th Grade,2013,82.0,-0.7,-1.7 to 0.3,20,Yellow,81.0,-1.2,-1.9 to -0.6,9,Red
JAMIESON,610011,Ravenswood-Ridge,4th Grade,2013,81.0,-0.8,-1.5 to -0.2,17,Red,81.0,-2.3,-2.8 to -1.7,2,Red
LINCOLN,610038,Fullerton,7th Grade,2013,81.0,-1.4,-2.3 to -0.5,4,Red,81.0,1.5,1 to 2,95,Green
PERSPECTIVES CHTR IIT,400066,Charter/Contract,7th Grade,2013,83.0,-1.5,-2.4 to -0.5,3,Red,81.0,-0.1,-0.7 to 0.5,46,Yellow
NOBEL,610098,Garfield-Humboldt,6th Grade,2013,79.0,1.2,0.3 to 2.1,92,Green,80.0,1.6,1.1 to 2.1,94,Green
HOPE CONTR ES,400043,Charter/Contract,All Grades,2013,80.0,1.0,0 to 2.1,89,Yellow,80.0,0.1,-0.8 to 0.9,54,Yellow
SCAMMON,610159,O'Hare,7th Grade,2013,82.0,0.5,-0.4 to 1.4,72,Yellow,80.0,-0.2,-0.7 to 0.3,39,Yellow
KIPP ASCEND CHTR CAMPUS,400044,Charter/Contract,5th Grade,2013,80.0,0.3,-0.5 to 1.2,65,Yellow,80.0,1.4,0.9 to 1.9,92,Green
LITTLE VILLAGE,609834,Pilsen-Little Village,6th Grade,2013,80.0,0.1,-0.7 to 1,60,Yellow,80.0,-0.3,-0.8 to 0.2,38,Yellow
GARVY,609937,O'Hare,4th Grade,2013,80.0,-0.1,-0.8 to 0.6,49,Yellow,80.0,-1.0,-1.5 to -0.5,16,Red
"DAVIS, N",609876,Pershing,5th Grade,2013,80.0,-0.2,-1.1 to 0.6,35,Yellow,80.0,-0.3,-0.8 to 0.2,35,Yellow
DIEGO,610313,Fulton,4th Grade,2013,80.0,-0.5,-1.2 to 0.2,28,Yellow,80.0,0.1,-0.4 to 0.6,53,Yellow
SEWARD,610167,Pershing,7th Grade,2013,80.0,-1.0,-1.9 to -0.1,9,Red,80.0,0.1,-0.5 to 0.6,55,Yellow
DEVER,609884,O'Hare,5th Grade,2013,80.0,-1.2,-2 to -0.4,7,Red,80.0,0.6,0.1 to 1.1,77,Green
BYRNE,609832,Midway,7th Grade,2013,80.0,-1.1,-2 to -0.2,6,Red,80.0,-0.3,-0.9 to 0.2,34,Yellow
CICS-IRVING PARK,400027,Charter/Contract,5th Grade,2013,80.0,-2.0,-2.8 to -1.2,2,Red,80.0,-1.1,-1.6 to -0.6,11,Red
CICS-IRVING PARK,400027,Charter/Contract,4th Grade,2013,79.0,0.5,-0.2 to 1.2,73,Yellow,79.0,1.1,0.6 to 1.7,90,Green
SPRY,610184,Pilsen-Little Village,7th Grade,2013,79.0,0.4,-0.5 to 1.3,67,Yellow,79.0,0.7,0.1 to 1.2,77,Green
CICS-BASIL,400024,Charter/Contract,4th Grade,2013,79.0,0.0,-0.7 to 0.7,52,Yellow,79.0,0.4,-0.1 to 0.9,68,Yellow
