School_Name,School_ID,Network,Grade,Year,Reading_StudentsNumber,Reading_VAM,Reading_Confidence,Reading_Percentile,Reading_Color,Math_StudentsNumber,Math_VAM,Math_Confidence,Math_Percentile,Math_Color
TAYLOR,610198,Lake Calumet,All Grades,2013,280.0,0.4,-0.3 to 1.1,70,Yellow,279.0,-0.4,-0.9 to 0.1,34,Yellow
SAYRE,610158,Austin-North Lawndale,All Grades,2013,278.0,0.1,-0.6 to 0.8,54,Yellow,279.0,0.7,0.3 to 1.2,80,Green
MURPHY,610089,O'Hare,All Grades,2013,279.0,-0.3,-1 to 0.4,34,Yellow,279.0,-0.7,-1.2 to -0.2,24,Red
CLISSOLD,609861,Rock Island,All Grades,2013,279.0,-0.7,-1.4 to 0,19,Red,279.0,-0.1,-0.5 to 0.4,49,Yellow
NATIONAL TEACHERS,610231,AUSL,All Grades,2013,279.0,-0.9,-1.6 to -0.2,15,Red,278.0,-2.0,-2.5 to -1.5,3,Red
PICKARD,610129,Pilsen-Little Village,All Grades,2013,297.0,-1.4,-2.1 to -0.7,7,Red,278.0,0.6,0.2 to 1.1,76,Green
CICS-WEST BELDEN,400030,Charter/Contract,All Grades,2013,277.0,-1.1,-1.8 to -0.4,11,Red,277.0,-1.3,-1.7 to -0.8,9,Red
CATALYST CHTR - CIRCLE ROCK,400021,Charter/Contract,All Grades,2013,276.0,-0.3,-1 to 0.4,35,Yellow,275.0,0.5,0 to 1,73,Green
CLAY,609856,Lake Calumet,All Grades,2013,274.0,0.1,-0.7 to 0.8,53,Yellow,274.0,-0.3,-0.8 to 0.1,38,Yellow
MURRAY,610090,Burnham Park,All Grades,2013,274.0,-0.5,-1.2 to 0.2,26,Yellow,274.0,-0.7,-1.2 to -0.2,23,Red
ARIEL,609951,Burnham Park,All Grades,2013,273.0,1.7,1 to 2.4,96,Green,273.0,1.7,1.2 to 2.2,96,Green
FINKL,609967,Pilsen-Little Village,All Grades,2013,273.0,-0.1,-0.9 to 0.6,42,Yellow,271.0,-1.0,-1.5 to -0.5,15,Red
NETTELHORST,610094,Ravenswood-Ridge,All Grades,2013,269.0,1.3,0.6 to 2,92,Green,270.0,-0.4,-0.8 to 0.1,36,Yellow
BURLEY,609820,Ravenswood-Ridge,All Grades,2013,270.0,1.4,0.7 to 2.1,93,Green,269.0,0.6,0.1 to 1.1,76,Green
BARRY,609789,Fullerton,All Grades,2013,269.0,0.7,0 to 1.3,81,Yellow,269.0,0.6,0.1 to 1.1,75,Green
HALEY,609808,Rock Island,All Grades,2013,269.0,-0.8,-1.5 to 0,18,Red,269.0,-1.0,-1.5 to -0.5,16,Red
MCAULIFFE,609968,Fullerton,All Grades,2013,269.0,-0.8,-1.5 to -0.1,18,Red,269.0,-0.2,-0.7 to 0.3,44,Yellow
ALBANY PARK,610212,O'Hare,All Grades,2013,268.0,0.4,-0.4 to 1.2,71,Yellow,268.0,-1.0,-1.5 to -0.5,16,Red
BLACK,610350,Skyway,All Grades,2013,267.0,1.8,1.1 to 2.5,97,Green,267.0,0.2,-0.3 to 0.7,60,Yellow
LEARN CHTR BUTLER,400046,Charter/Contract,All Grades,2013,266.0,0.1,-0.6 to 0.8,57,Yellow,266.0,0.5,0 to 1,73,Green
GILLESPIE,609939,Rock Island,All Grades,2013,269.0,0.1,-0.6 to 0.9,56,Yellow,266.0,1.1,0.6 to 1.6,88,Green
CHICAGO QUEST NORTH,400113,Charter/Contract,All Grades,2013,266.0,-0.5,-1.3 to 0.3,26,Yellow,266.0,-1.0,-1.6 to -0.5,14,Red
HITCH,609995,O'Hare,All Grades,2013,265.0,-0.6,-1.3 to 0.1,22,Yellow,266.0,-0.2,-0.6 to 0.3,44,Yellow
DVORAK TECH ACAD,610254,Austin-North Lawndale,All Grades,2013,265.0,-0.8,-1.6 to -0.1,16,Red,264.0,-0.9,-1.4 to -0.4,18,Red
AMES,609780,Fullerton,8th Grade,2013,264.0,-1.0,-1.6 to -0.4,7,Red,264.0,-0.2,-0.6 to 0.1,41,Yellow
WATERS,610220,Ravenswood-Ridge,All Grades,2013,263.0,0.2,-0.5 to 0.9,61,Yellow,263.0,-0.2,-0.7 to 0.2,42,Yellow
UNO CHTR - NEAR WEST,400120,Charter/Contract,All Grades,2013,266.0,-1.0,-1.8 to -0.2,13,Red,262.0,-1.8,-2.3 to -1.3,4,Red
PICCOLO,610106,AUSL,All Grades,2013,265.0,1.7,1 to 2.5,96,Green,261.0,1.1,0.4 to 1.8,89,Green
LEWIS,610036,Austin-North Lawndale,All Grades,2013,259.0,0.3,-0.5 to 1,65,Yellow,261.0,0.0,-0.5 to 0.5,52,Yellow
EDGEBROOK,609901,O'Hare,All Grades,2013,257.0,-0.3,-1.1 to 0.4,33,Yellow,257.0,-0.6,-1 to -0.1,29,Red
LARA,609993,Pershing,All Grades,2013,254.0,0.0,-0.8 to 0.8,48,Yellow,256.0,0.6,0.1 to 1.1,75,Green
HAMLINE,609964,Pershing,All Grades,2013,257.0,-0.5,-1.3 to 0.2,24,Yellow,256.0,-0.8,-1.2 to -0.3,21,Red
CICS-PRAIRIE,400028,Charter/Contract,All Grades,2013,255.0,-0.1,-0.8 to 0.7,46,Yellow,255.0,-1.6,-2.1 to -1.1,6,Red
UNO CHTR-PAZ,400083,Charter/Contract,All Grades,2013,253.0,0.6,-0.1 to 1.4,79,Yellow,254.0,-0.4,-0.9 to 0.1,36,Yellow
CATALYST CHTR - HOWLAND,400020,Charter/Contract,All Grades,2013,254.0,-0.2,-0.9 to 0.6,41,Yellow,253.0,-0.1,-0.6 to 0.5,50,Yellow
SHOOP,610176,Rock Island,All Grades,2013,255.0,-0.3,-1 to 0.5,36,Yellow,253.0,0.9,0.4 to 1.4,84,Green
LIBBY,610037,Pershing,All Grades,2013,254.0,0.2,-0.5 to 1,62,Yellow,252.0,-0.3,-0.8 to 0.2,39,Yellow
CICS-WASHINGTON PARK,400029,Charter/Contract,All Grades,2013,250.0,0.0,-0.7 to 0.8,52,Yellow,250.0,0.7,0.2 to 1.2,80,Green
JOPLIN,609805,Englewood-Gresham,All Grades,2013,252.0,-0.1,-0.9 to 0.6,42,Yellow,250.0,0.8,0.3 to 1.3,83,Green
STAGG,610339,AUSL,All Grades,2013,251.0,-0.7,-1.5 to 0.1,20,Yellow,250.0,0.6,0.1 to 1.2,76,Green
CHGO MATH & SCI ACAD CAMPUS HS,400035,Charter/Contract,All Grades,2013,250.0,-0.9,-1.7 to -0.1,15,Red,250.0,-1.2,-1.7 to -0.6,11,Red
DARWIN,609875,Fullerton,All Grades,2013,248.0,1.0,0.2 to 1.7,89,Green,249.0,-0.5,-1 to 0,32,Yellow
FARNSWORTH,609912,O'Hare,All Grades,2013,249.0,0.6,-0.2 to 1.3,78,Yellow,248.0,0.0,-0.5 to 0.5,51,Yellow
LOVETT,610043,Austin-North Lawndale,All Grades,2013,247.0,-0.1,-0.9 to 0.6,42,Yellow,248.0,-0.3,-0.8 to 0.2,38,Yellow
PLATO CONTR,400068,Charter/Contract,All Grades,2013,248.0,-0.7,-1.5 to 0,18,Red,248.0,-1.0,-1.5 to -0.5,15,Red
BRONZEVILLE LTHOUSE CHTR CAMPUS,400019,Charter/Contract,All Grades,2013,246.0,0.2,-0.6 to 0.9,60,Yellow,246.0,-1.1,-1.6 to -0.6,12,Red
LEGACY CHTR CAMPUS,400049,Charter/Contract,All Grades,2013,246.0,-0.2,-1 to 0.6,39,Yellow,246.0,0.1,-0.4 to 0.6,59,Yellow
O'KEEFFE,610103,Skyway,All Grades,2013,245.0,4.8,4 to 5.6,100,Green,245.0,2.7,2.1 to 3.2,99,Green
LOWELL,610044,Garfield-Humboldt,All Grades,2013,244.0,0.2,-0.6 to 1,60,Yellow,245.0,0.4,-0.1 to 0.9,69,Yellow
AMANDLA CHTR HS,400012,Charter/Contract,All Grades,2013,243.0,-1.9,-2.7 to -1.1,2,Red,244.0,-1.4,-2 to -0.9,7,Red
BELDING,609798,O'Hare,All Grades,2013,244.0,0.7,-0.1 to 1.4,80,Yellow,242.0,0.2,-0.3 to 0.8,63,Yellow
TALCOTT,610197,Fulton,All Grades,2013,244.0,0.5,-0.2 to 1.3,76,Yellow,242.0,0.4,-0.1 to 0.9,68,Yellow
SAWYER,610157,Midway,7th Grade,2013,242.0,-0.2,-0.8 to 0.4,39,Yellow,242.0,-0.5,-0.9 to -0.2,28,Red
BENNETT,609800,Rock Island,All Grades,2013,241.0,-1.0,-1.8 to -0.2,13,Red,242.0,-0.4,-0.9 to 0.2,36,Yellow
DE PRIEST,610367,Austin-North Lawndale,All Grades,2013,245.0,0.8,0 to 1.6,86,Green,241.0,-0.3,-0.8 to 0.3,41,Yellow
TILL,610065,Burnham Park,All Grades,2013,242.0,-0.1,-0.9 to 0.8,47,Yellow,241.0,-0.2,-0.7 to 0.4,43,Yellow
AUDUBON,609782,Ravenswood-Ridge,All Grades,2013,241.0,-0.1,-0.8 to 0.7,47,Yellow,241.0,-0.5,-1 to 0,30,Red
FRANKLIN,609926,Fullerton,All Grades,2013,240.0,0.8,0.1 to 1.6,87,Green,240.0,0.6,0.1 to 1.1,74,Green
BURROUGHS,609829,Pershing,All Grades,2013,238.0,-1.2,-2 to -0.5,9,Red,240.0,-0.4,-0.9 to 0.1,35,Yellow
CUFFE,610003,Englewood-Gresham,All Grades,2013,238.0,-0.9,-1.7 to 0,15,Red,239.0,-0.6,-1.1 to -0.1,27,Red
RANDOLPH,609941,Englewood-Gresham,All Grades,2013,243.0,-1.8,-2.6 to -1,2,Red,239.0,-1.2,-1.8 to -0.7,10,Red
NEW SULLIVAN,610193,Skyway,All Grades,2013,239.0,0.9,0.1 to 1.7,87,Green,237.0,-0.5,-1.1 to 0,31,Yellow
HEROES,609961,Skyway,All Grades,2013,237.0,-0.2,-1 to 0.6,39,Yellow,237.0,-0.7,-1.2 to -0.2,22,Red
WILDWOOD,610230,O'Hare,All Grades,2013,236.0,-1.3,-2.1 to -0.6,7,Red,237.0,0.2,-0.3 to 0.7,60,Yellow
CHICAGO VIRTUAL CHTR CAMPUS HS,400036,Charter/Contract,All Grades,2013,237.0,0.4,-0.4 to 1.1,69,Yellow,236.0,-0.9,-1.4 to -0.4,19,Red
NORTHWEST,610051,Fullerton,7th Grade,2013,238.0,-0.7,-1.3 to -0.1,18,Red,236.0,0.2,-0.1 to 0.5,61,Yellow
FORT DEARBORN,609924,Rock Island,All Grades,2013,239.0,-0.9,-1.7 to -0.1,14,Red,236.0,-0.3,-0.8 to 0.2,39,Yellow
GRIMES,609956,Midway,All Grades,2013,235.0,0.0,-0.8 to 0.8,49,Yellow,234.0,-0.3,-0.8 to 0.2,40,Yellow
ERICSON,609907,Garfield-Humboldt,All Grades,2013,233.0,-0.3,-1.1 to 0.5,35,Yellow,233.0,1.5,0.9 to 2,93,Green
DULLES,610263,AUSL,All Grades,2013,235.0,-2.1,-2.9 to -1.3,1,Red,233.0,-2.6,-3.2 to -2.1,1,Red
GOMPERS,609943,Lake Calumet,All Grades,2013,233.0,0.1,-0.7 to 0.9,55,Yellow,232.0,0.5,-0.1 to 1,71,Yellow
SCHUBERT,610165,Fullerton,All Grades,2013,232.0,-0.4,-1.1 to 0.3,28,Yellow,232.0,0.3,-0.2 to 0.8,64,Yellow
"CARVER , G",609845,Lake Calumet,All Grades,2013,230.0,0.0,-0.8 to 0.8,49,Yellow,231.0,-0.7,-1.3 to -0.2,22,Red
CLAREMONT,610347,Midway,All Grades,2013,229.0,1.7,0.9 to 2.6,96,Green,230.0,1.5,0.9 to 2.1,93,Green
TURNER-DREW,609895,Rock Island,All Grades,2013,229.0,-0.3,-1.1 to 0.5,33,Yellow,230.0,2.3,1.8 to 2.8,99,Green
LAWNDALE,610034,Austin-North Lawndale,All Grades,2013,227.0,-1.3,-2.1 to -0.5,8,Red,229.0,-2.0,-2.6 to -1.5,3,Red
MCCORMICK,610063,Pilsen-Little Village,All Grades,2013,228.0,-0.1,-0.8 to 0.5,42,Yellow,228.0,0.1,-0.4 to 0.6,58,Yellow
HARVARD,609971,AUSL,All Grades,2013,227.0,-0.4,-1.2 to 0.5,32,Yellow,228.0,0.2,-0.4 to 0.8,61,Yellow
METCALFE,609902,Lake Calumet,All Grades,2013,229.0,-0.6,-1.4 to 0.2,22,Yellow,228.0,-0.1,-0.6 to 0.5,48,Yellow
DODGE,609888,AUSL,All Grades,2013,228.0,-1.1,-1.9 to -0.3,12,Red,228.0,-1.9,-2.4 to -1.3,4,Red
TAFT HS,609734,North-Northwest Side,All Grades,2013,228.0,-1.6,-2.4 to -0.7,4,Red,228.0,-1.1,-1.6 to -0.5,13,Red
IRVING,610121,Fulton,All Grades,2013,227.0,1.2,0.4 to 2,91,Green,227.0,0.2,-0.3 to 0.7,62,Yellow
KIPLING,610027,Rock Island,All Grades,2013,227.0,0.6,-0.1 to 1.4,79,Yellow,227.0,-0.8,-1.3 to -0.3,21,Red
LINDBLOM HS,610391,Southwest Side,All Grades,2013,228.0,-2.6,-3.5 to -1.8,1,Red,227.0,-2.4,-2.9 to -1.8,1,Red
CURTIS,609900,AUSL,All Grades,2013,224.0,-0.1,-0.9 to 0.7,43,Yellow,226.0,-0.2,-0.7 to 0.3,43,Yellow
COOK,609864,Englewood-Gresham,All Grades,2013,226.0,0.4,-0.4 to 1.3,72,Yellow,225.0,0.6,0 to 1.1,74,Green
ASPIRA CHTR - HAUGAN,400017,Charter/Contract,7th Grade,2013,225.0,0.3,-0.3 to 0.9,63,Yellow,225.0,1.2,0.9 to 1.5,91,Green
NAMASTE CHTR CAMPUS,400050,Charter/Contract,All Grades,2013,225.0,-0.7,-1.4 to 0.1,21,Yellow,225.0,-0.3,-0.8 to 0.2,41,Yellow
NORTHWEST,610051,Fullerton,8th Grade,2013,225.0,-0.9,-1.5 to -0.3,11,Red,225.0,-0.2,-0.6 to 0.1,41,Yellow
ASPIRA CHTR - HAUGAN,400017,Charter/Contract,8th Grade,2013,224.0,0.2,-0.4 to 0.8,61,Yellow,223.0,-0.4,-0.7 to 0,34,Red
O'TOOLE,610108,Englewood-Gresham,All Grades,2013,221.0,-0.6,-1.5 to 0.2,21,Yellow,223.0,-0.4,-1 to 0.2,34,Yellow
PERSPECTIVES CHTR IIT,400066,Charter/Contract,All Grades,2013,224.0,-1.7,-2.6 to -0.8,3,Red,223.0,-1.3,-1.9 to -0.7,8,Red
MASON,610056,Austin-North Lawndale,All Grades,2013,222.0,0.3,-0.5 to 1.1,65,Yellow,222.0,-0.4,-0.9 to 0.2,37,Yellow
CASALS,610021,AUSL,All Grades,2013,223.0,0.2,-0.6 to 1,61,Yellow,222.0,0.9,0.4 to 1.5,86,Green
FRAZIER CONTR,400040,Charter/Contract,All Grades,2013,223.0,-2.2,-3 to -1.4,1,Red,222.0,-2.1,-2.6 to -1.6,2,Red
JAHN,610010,Ravenswood-Ridge,All Grades,2013,220.0,-0.6,-1.4 to 0.2,22,Yellow,220.0,-1.3,-1.8 to -0.8,9,Red
BEIDLER,609797,Garfield-Humboldt,All Grades,2013,222.0,-0.7,-1.6 to 0.1,19,Yellow,220.0,0.7,0.2 to 1.2,79,Green
MANN,610052,Skyway,All Grades,2013,219.0,0.7,-0.1 to 1.6,84,Yellow,219.0,-0.1,-0.7 to 0.5,47,Yellow
RAY,610142,Burnham Park,All Grades,2013,220.0,-1.0,-1.8 to -0.3,12,Red,219.0,-0.7,-1.2 to -0.2,24,Red
TANNER,610279,Skyway,All Grades,2013,230.0,0.1,-0.7 to 0.9,58,Yellow,218.0,0.7,0.1 to 1.3,78,Green
ALCOTT ES,609774,North-Northwest Side,All Grades,2013,219.0,-0.5,-1.3 to 0.2,24,Yellow,218.0,-0.7,-1.2 to -0.1,26,Red
"WARD, J",610217,Pershing,All Grades,2013,217.0,0.9,0.1 to 1.7,88,Green,217.0,0.1,-0.4 to 0.7,58,Yellow
HENRY,609988,O'Hare,All Grades,2013,217.0,0.4,-0.3 to 1.2,71,Yellow,217.0,0.7,0.1 to 1.2,77,Green
DENEEN,609883,AUSL,All Grades,2013,215.0,-0.4,-1.3 to 0.4,28,Yellow,217.0,-0.3,-0.9 to 0.2,37,Yellow
CHASE,609853,Fullerton,All Grades,2013,216.0,-0.7,-1.5 to 0.1,20,Yellow,217.0,0.1,-0.4 to 0.7,57,Yellow
YOUNG HS,609755,West Side,All Grades,2013,216.0,0.4,-0.5 to 1.2,68,Yellow,216.0,0.4,-0.2 to 1,68,Yellow
WESTCOTT,610300,Skyway,All Grades,2013,216.0,0.0,-0.8 to 0.9,52,Yellow,216.0,-1.1,-1.7 to -0.6,11,Red
"MARSHALL, T",610321,O'Hare,7th Grade,2013,213.0,-1.8,-2.4 to -1.1,2,Red,216.0,-1.7,-2.1 to -1.3,3,Red
WALSH,610216,Pilsen-Little Village,All Grades,2013,216.0,-0.9,-1.7 to -0.1,16,Red,215.0,1.0,0.4 to 1.5,86,Green
SHIELDS,610174,Pershing,All Grades,2013,210.0,0.9,0.3 to 1.6,88,Green,213.0,1.0,0.4 to 1.5,86,Green
"LOCKE, A CHTR",400011,Charter/Contract,All Grades,2013,213.0,0.7,-0.1 to 1.5,81,Yellow,213.0,1.0,0.5 to 1.5,87,Green
SHIELDS,610174,Pershing,4th Grade,2013,210.0,0.6,0.2 to 1.1,79,Green,213.0,0.6,0.3 to 1,75,Green
COONLEY,609866,Ravenswood-Ridge,All Grades,2013,212.0,1.1,0.4 to 1.9,90,Green,212.0,1.7,1.2 to 2.3,96,Green
GRAHAM,609947,Pershing,All Grades,2013,212.0,0.0,-0.8 to 0.9,53,Yellow,212.0,0.2,-0.4 to 0.7,61,Yellow
SALAZAR,610250,Fullerton,All Grades,2013,211.0,0.6,-0.2 to 1.4,78,Yellow,211.0,1.1,0.5 to 1.6,88,Green
ASHBURN,610287,Midway,All Grades,2013,209.0,0.3,-0.5 to 1.1,66,Yellow,211.0,-0.7,-1.3 to -0.2,23,Red
UNO CHTR - NORTHSIDE,400121,Charter/Contract,All Grades,2013,211.0,-0.1,-0.9 to 0.8,46,Yellow,211.0,-0.4,-0.9 to 0.2,35,Yellow
CICS-AVALON /SO SHORE,400023,Charter/Contract,All Grades,2013,210.0,1.8,1 to 2.6,97,Green,210.0,-1.0,-1.5 to -0.4,16,Red
SAWYER,610157,Midway,5th Grade,2013,209.0,-0.2,-0.7 to 0.3,37,Yellow,209.0,-1.2,-1.5 to -0.9,11,Red
PILSEN,610013,Pilsen-Little Village,All Grades,2013,208.0,0.0,-0.8 to 0.8,50,Yellow,208.0,0.4,-0.2 to 0.9,68,Yellow
SMYTH,610180,Fulton,All Grades,2013,209.0,-1.5,-2.3 to -0.6,5,Red,208.0,-0.9,-1.5 to -0.4,17,Red
KENWOOD HS,609746,South Side,All Grades,2013,208.0,-1.5,-2.4 to -0.6,5,Red,208.0,-1.2,-1.8 to -0.6,11,Red
ERIE CHTR CAMPUS,400039,Charter/Contract,All Grades,2013,207.0,0.1,-0.7 to 0.9,55,Yellow,207.0,-0.2,-0.7 to 0.4,44,Yellow
HIGGINS,610295,Lake Calumet,All Grades,2013,206.0,-0.4,-1.3 to 0.4,29,Yellow,207.0,0.1,-0.5 to 0.6,54,Yellow
OTIS,610107,Fulton,All Grades,2013,209.0,-0.8,-1.6 to 0.1,17,Yellow,207.0,-0.8,-1.4 to -0.3,20,Red
SHERMAN,610172,AUSL,All Grades,2013,208.0,-0.2,-1 to 0.7,41,Yellow,206.0,-0.3,-0.9 to 0.3,40,Yellow
LANE HS,609720,North-Northwest Side,All Grades,2013,206.0,-1.5,-2.4 to -0.7,4,Red,206.0,0.3,-0.3 to 0.9,66,Yellow
HAMMOND,609966,Pilsen-Little Village,All Grades,2013,204.0,1.1,0.3 to 1.9,91,Green,203.0,-0.2,-0.7 to 0.4,44,Yellow
SAWYER,610157,Midway,4th Grade,2013,200.0,0.4,0 to 0.9,71,Yellow,203.0,0.8,0.5 to 1.2,84,Green
UNIV OF CHGO CHTR-WOODLAWN,400077,Charter/Contract,All Grades,2013,202.0,-0.5,-1.3 to 0.4,27,Yellow,202.0,-0.1,-0.6 to 0.5,49,Yellow
NASH,610092,Austin-North Lawndale,All Grades,2013,203.0,-1.3,-2.1 to -0.4,8,Red,202.0,-0.7,-1.3 to -0.1,22,Red
ASHE,610268,Skyway,All Grades,2013,202.0,1.7,0.8 to 2.6,96,Green,201.0,0.7,0.1 to 1.3,80,Green
"MARSHALL, T",610321,O'Hare,8th Grade,2013,204.0,-0.4,-1 to 0.2,30,Yellow,201.0,-0.6,-1 to -0.3,23,Red
RUGGLES,610152,Skyway,All Grades,2013,199.0,0.3,-0.5 to 1.2,66,Yellow,200.0,-0.6,-1.1 to 0,29,Yellow
SHIELDS MIDDLE,610559,Pershing,6th Grade,2013,199.0,0.1,-0.5 to 0.8,59,Yellow,199.0,0.0,-0.3 to 0.4,52,Yellow
CARTER,609844,Burnham Park,All Grades,2013,197.0,-0.2,-1.1 to 0.7,37,Yellow,199.0,-1.1,-1.7 to -0.5,12,Red
AMES,609780,Fullerton,7th Grade,2013,201.0,-0.6,-1.2 to 0.1,21,Yellow,199.0,-0.6,-0.9 to -0.2,27,Red
LAVIZZO,610208,Rock Island,All Grades,2013,194.0,-3.1,-4 to -2.2,0,Red,199.0,-2.4,-3 to -1.8,1,Red
FULTON,609929,Pershing,All Grades,2013,198.0,0.4,-0.4 to 1.3,72,Yellow,198.0,1.4,0.8 to 2,92,Green
SHIELDS MIDDLE,610559,Pershing,8th Grade,2013,197.0,-1.4,-2.1 to -0.7,3,Red,198.0,-1.0,-1.4 to -0.5,14,Red
"WARD, L",610133,Garfield-Humboldt,All Grades,2013,199.0,-0.1,-0.9 to 0.8,45,Yellow,196.0,3.3,2.7 to 4,100,Green
SAWYER,610157,Midway,8th Grade,2013,195.0,0.2,-0.5 to 0.8,58,Yellow,195.0,1.2,0.8 to 1.6,92,Green
MOOS,610076,Fulton,All Grades,2013,198.0,0.0,-0.9 to 0.8,48,Yellow,195.0,1.8,1.2 to 2.4,97,Green
GREENE,609952,Pershing,All Grades,2013,193.0,0.3,-0.4 to 1.1,67,Yellow,193.0,-0.9,-1.5 to -0.4,18,Red
SAWYER,610157,Midway,6th Grade,2013,193.0,-0.2,-0.8 to 0.5,43,Yellow,193.0,-0.7,-1 to -0.3,21,Red
SHIELDS MIDDLE,610559,Pershing,7th Grade,2013,191.0,-0.1,-0.8 to 0.6,45,Yellow,192.0,-0.8,-1.2 to -0.4,19,Red
EVERS,610362,Rock Island,All Grades,2013,191.0,-1.0,-1.9 to 0,14,Yellow,191.0,-1.6,-2.2 to -0.9,6,Red
FALCONER,609910,Fullerton,4th Grade,2013,190.0,0.2,-0.2 to 0.7,63,Yellow,190.0,1.0,0.7 to 1.4,87,Green
GALE,609933,Ravenswood-Ridge,All Grades,2013,187.0,0.4,-0.9 to 1.8,71,Yellow,188.0,0.8,0.2 to 1.4,83,Green
GARY,609938,Pilsen-Little Village,4th Grade,2013,186.0,0.5,0.1 to 1,75,Green,187.0,0.5,0.2 to 0.9,71,Green
"DAVIS, M",610521,Englewood-Gresham,All Grades,2013,187.0,0.3,-0.5 to 1.1,65,Yellow,187.0,0.1,-0.5 to 0.7,56,Yellow
JOHNSON,610274,AUSL,All Grades,2013,187.0,-2.0,-2.9 to -1.2,2,Red,187.0,-2.7,-3.3 to -2.1,0,Red
SANDOVAL,610226,Midway,4th Grade,2013,185.0,-0.1,-0.6 to 0.4,46,Yellow,186.0,-0.6,-0.9 to -0.2,28,Red
EBERHART,609898,Midway,7th Grade,2013,186.0,-0.2,-0.8 to 0.4,39,Yellow,186.0,0.0,-0.4 to 0.3,52,Yellow
"THORP, J",610200,Skyway,All Grades,2013,186.0,-0.3,-1.1 to 0.6,36,Yellow,186.0,-0.6,-1.2 to 0,27,Red
GALAPAGOS CHTR CAMPUS,400041,Charter/Contract,All Grades,2013,186.0,-0.8,-1.6 to 0,17,Yellow,186.0,-0.3,-0.8 to 0.3,41,Yellow
EBERHART,609898,Midway,6th Grade,2013,186.0,-1.1,-1.7 to -0.4,10,Red,186.0,0.0,-0.3 to 0.4,51,Yellow
NORTHWEST,610051,Fullerton,6th Grade,2013,182.0,-1.2,-1.9 to -0.6,7,Red,186.0,-0.3,-0.6 to 0.1,39,Yellow
HERZL,609991,AUSL,All Grades,2013,187.0,-1.2,-2.1 to -0.4,8,Red,185.0,1.0,0.4 to 1.6,86,Green
JENSEN,610271,Garfield-Humboldt,All Grades,2013,183.0,-1.3,-2.1 to -0.4,8,Red,185.0,-1.1,-1.7 to -0.5,12,Red
MAYER,610059,Fullerton,All Grades,2013,184.0,0.5,-0.3 to 1.4,75,Yellow,184.0,0.2,-0.4 to 0.8,61,Yellow
VANDERPOEL,610207,Rock Island,All Grades,2013,184.0,-0.2,-1 to 0.7,40,Yellow,184.0,-0.2,-0.8 to 0.4,42,Yellow
FALCONER,609910,Fullerton,6th Grade,2013,183.0,1.9,1.3 to 2.5,99,Green,183.0,0.3,-0.1 to 0.6,62,Yellow
FALCONER,609910,Fullerton,5th Grade,2013,183.0,0.8,0.2 to 1.3,84,Green,183.0,0.7,0.4 to 1,78,Green
POLARIS CHTR CAMPUS,400069,Charter/Contract,All Grades,2013,181.0,1.0,0.1 to 1.8,89,Green,182.0,-0.6,-1.2 to 0,27,Red
CALDWELL,609833,Skyway,All Grades,2013,181.0,1.6,0.7 to 2.4,95,Green,181.0,0.0,-0.6 to 0.6,51,Yellow
SUMNER,610194,Garfield-Humboldt,All Grades,2013,182.0,0.7,-0.2 to 1.6,82,Yellow,181.0,0.4,-0.2 to 1,69,Yellow
BOND,610238,Englewood-Gresham,All Grades,2013,180.0,-0.3,-1.2 to 0.6,32,Yellow,180.0,-0.9,-1.5 to -0.3,18,Red
ARMOUR,609777,Pershing,All Grades,2013,174.0,-1.1,-2 to -0.2,12,Red,180.0,-0.1,-0.7 to 0.5,48,Yellow
COOPER,609867,Pilsen-Little Village,All Grades,2013,180.0,-0.2,-1 to 0.6,39,Yellow,178.0,0.1,-0.4 to 0.7,57,Yellow
NICHOLSON TECH ACAD,609793,Englewood-Gresham,All Grades,2013,180.0,-1.2,-2.1 to -0.3,10,Red,178.0,-0.4,-1.1 to 0.2,32,Yellow
BRENTANO,609809,Fullerton,All Grades,2013,175.0,0.8,-0.1 to 1.7,86,Yellow,177.0,1.0,0.4 to 1.7,87,Green
GARY,609938,Pilsen-Little Village,6th Grade,2013,176.0,0.3,-0.4 to 1,69,Yellow,177.0,0.6,0.2 to 1,75,Green
WHITTIER,610228,Pilsen-Little Village,All Grades,2013,176.0,0.5,-0.4 to 1.4,74,Yellow,176.0,-1.1,-1.7 to -0.5,13,Red
PROVIDENCE CHTR-BUNCHE,400071,Charter/Contract,All Grades,2013,177.0,-0.2,-1 to 0.7,41,Yellow,176.0,-0.5,-1.1 to 0.1,31,Yellow
EDISON PARK,610523,O'Hare,All Grades,2013,176.0,-0.5,-1.3 to 0.4,27,Yellow,176.0,0.7,0.1 to 1.3,78,Green
BEETHOVEN,610237,Burnham Park,All Grades,2013,176.0,-1.3,-2.2 to -0.4,7,Red,176.0,-1.5,-2.1 to -0.9,7,Red
HENDERSON,609986,Englewood-Gresham,All Grades,2013,174.0,0.3,-0.6 to 1.2,64,Yellow,175.0,0.2,-0.4 to 0.8,63,Yellow
OGLESBY,610102,Englewood-Gresham,All Grades,2013,177.0,0.7,-0.2 to 1.6,84,Yellow,174.0,-0.4,-1 to 0.2,35,Yellow
KOZMINSKI,610030,Burnham Park,All Grades,2013,175.0,-0.2,-1.1 to 0.7,37,Yellow,174.0,-0.4,-1 to 0.2,33,Yellow
