,school_name,school_id,network,grade,year,reading_studentsnumber,reading_vam,reading_confidence,reading_percentile,reading_color,math_studentsnumber,math_vam,math_confidence,math_percentile,math_color
153,DODGE,609888,AUSL Schools,All Grades,2012,223.2,0.7,-0.2 to 1.6,76.0,Yellow,223.2,-1.0,-1.5 to -0.5,13.0,Red
154,DOOLITTLE,609891,Burnham Park Elementary Network,All Grades,2012,132.3,-1.3,-2.4 to -0.3,7.0,Red,132.0,-0.3,-0.9 to 0.4,40.0,Yellow
155,DORE,609893,Midway Elementary Network,All Grades,2012,275.4,0.2,-0.6 to 1,58.0,Yellow,274.4,1.1,0.6 to 1.6,87.0,Green
156,DRAKE,609894,Burnham Park Elementary Network,All Grades,2012,121.3,0.3,-0.8 to 1.4,62.0,Yellow,121.3,0.3,-0.4 to 1,63.0,Yellow
157,TURNER-DREW,609895,Rock Island Elementary Network,All Grades,2012,229.7,1.0,0.1 to 1.8,84.0,Green,229.7,1.1,0.6 to 1.6,88.0,Green
158,DRUMMOND,609896,Fullerton Elementary Network,All Grades,2012,131.0,0.6,-0.5 to 1.6,73.0,Yellow,131.0,-0.7,-1.3 to 0,24.0,Red
159,EARLE,609897,Englewood-Gresham Elementary Network,All Grades,2012,143.8,-0.7,-1.7 to 0.3,22.0,Yellow,141.8,-1.6,-2.3 to -1,4.0,Red
160,EBERHART,609898,Midway Elementary Network,All Grades,2012,723.0,0.6,0 to 1.1,72.0,Yellow,722.7,-0.7,-1 to -0.4,22.0,Red
161,EBINGER,609899,O'Hare Elementary Network,All Grades,2012,268.0,0.2,-0.6 to 1,57.0,Yellow,269.0,-0.9,-1.4 to -0.4,16.0,Red
162,CURTIS,609900,AUSL Schools,All Grades,2012,197.4,-1.6,-2.5 to -0.7,5.0,Red,198.4,0.4,-0.2 to 0.9,68.0,Yellow
163,EDGEBROOK,609901,O'Hare Elementary Network,All Grades,2012,220.7,1.4,0.5 to 2.2,93.0,Green,219.7,0.7,0.1 to 1.2,78.0,Green
164,METCALFE,609902,Lake Calumet Elementary Network,All Grades,2012,245.9,-1.3,-2.1 to -0.4,8.0,Red,245.9,-1.4,-1.9 to -0.9,6.0,Red
165,EDWARDS,609903,Midway Elementary Network,All Grades,2012,456.5,-0.3,-1 to 0.4,34.0,Yellow,455.5,0.3,0 to 0.7,67.0,Yellow
166,ELLINGTON,609904,Austin-North Lawndale Elementary Network,All Grades,2012,146.9,1.0,0 to 2,83.0,Yellow,146.9,2.4,1.8 to 3,97.0,Green
167,EMMET,609906,Austin-North Lawndale Elementary Network,All Grades,2012,169.9,-0.1,-1 to 0.9,48.0,Yellow,169.9,0.0,-0.6 to 0.6,53.0,Yellow
168,ERICSON,609907,Garfield-Humboldt Elementary Network,All Grades,2012,221.1,-1.2,-2.1 to -0.4,10.0,Red,221.1,-0.8,-1.3 to -0.3,20.0,Red
169,ESMOND,609908,Rock Island Elementary Network,All Grades,2012,144.8,-0.3,-1.3 to 0.7,33.0,Yellow,143.8,0.3,-0.4 to 0.9,62.0,Yellow
170,EVERETT,609909,Pershing Elementary Network,All Grades,2012,54.0,0.6,-0.7 to 1.9,74.0,Yellow,54.0,-0.1,-1.1 to 0.8,46.0,Yellow
171,FALCONER,609910,Fullerton Elementary Network,All Grades,2012,342.4,0.5,-0.2 to 1.2,69.0,Yellow,340.8,0.7,0.3 to 1.1,80.0,Green
172,FARNSWORTH,609912,O'Hare Elementary Network,All Grades,2012,206.2,0.2,-0.7 to 1.1,57.0,Yellow,204.2,0.3,-0.2 to 0.9,66.0,Yellow
173,GOODLOW,609913,Englewood-Gresham Elementary Network,All Grades,2012,180.8,-2.4,-3.3 to -1.4,1.0,Red,178.8,-2.1,-2.7 to -1.5,1.0,Red
174,FERMI,609916,Burnham Park Elementary Network,All Grades,2012,108.9,0.1,-1 to 1.2,56.0,Yellow,110.2,0.0,-0.7 to 0.7,52.0,Yellow
175,FERNWOOD,609917,Rock Island Elementary Network,All Grades,2012,160.4,0.8,-0.2 to 1.7,79.0,Yellow,160.4,0.2,-0.4 to 0.8,60.0,Yellow
176,FIELD,609918,Ravenswood-Ridge Elementary Network,All Grades,2012,211.3,-0.2,-1.1 to 0.7,39.0,Yellow,211.3,0.6,0.1 to 1.2,78.0,Green
177,FISKE,609919,Burnham Park Elementary Network,All Grades,2012,106.6,2.0,0.8 to 3.1,97.0,Green,106.7,2.5,1.8 to 3.2,97.0,Green
178,KANOON,609920,Pilsen-Little Village Elementary Network,All Grades,2012,201.2,0.0,-0.9 to 0.9,51.0,Yellow,201.2,-0.1,-0.7 to 0.4,46.0,Yellow
179,TELPOCHCALLI,609921,Pilsen-Little Village Elementary Network,All Grades,2012,80.1,-0.8,-2 to 0.5,20.0,Yellow,80.1,-1.4,-2.2 to -0.6,6.0,Red
180,BELMONT-CRAGIN,609922,Fullerton Elementary Network,All Grades,2012,83.9,-0.2,-1.4 to 1,39.0,Yellow,90.0,-0.2,-1 to 0.5,40.0,Yellow
181,FORT DEARBORN,609924,Rock Island Elementary Network,All Grades,2012,226.2,0.0,-0.9 to 0.9,53.0,Yellow,225.8,0.4,-0.1 to 1,70.0,Yellow
182,KELLMAN,609925,Garfield-Humboldt Elementary Network,All Grades,2012,131.0,1.1,0.1 to 2.2,90.0,Green,131.0,-0.1,-0.8 to 0.5,46.0,Yellow
183,FRANKLIN,609926,Fullerton Elementary Network,All Grades,2012,205.9,0.3,-0.6 to 1.2,62.0,Yellow,205.9,1.5,0.9 to 2,93.0,Green
184,FOSTER PARK,609927,Englewood-Gresham Elementary Network,All Grades,2012,174.4,1.3,0.3 to 2.2,91.0,Green,174.7,-0.1,-0.7 to 0.5,48.0,Yellow
185,FULLER,609928,Burnham Park Elementary Network,All Grades,2012,108.6,-0.2,-1.3 to 1,43.0,Yellow,108.6,-0.9,-1.6 to -0.2,16.0,Red
186,FULTON,609929,Pershing Elementary Network,All Grades,2012,162.3,-0.3,-1.3 to 0.7,35.0,Yellow,162.3,1.2,0.5 to 1.8,88.0,Green
187,FUNSTON,609930,Fullerton Elementary Network,All Grades,2012,210.3,0.9,0.1 to 1.8,83.0,Green,210.3,0.0,-0.6 to 0.5,51.0,Yellow
188,GALE,609933,Ravenswood-Ridge Elementary Network,All Grades,2012,137.5,0.0,-1.1 to 1,49.0,Yellow,137.6,-0.2,-0.9 to 0.4,40.0,Yellow
189,GALLISTEL,609935,Lake Calumet Elementary Network,All Grades,2012,557.2,-0.9,-1.5 to -0.3,16.0,Red,552.5,-0.3,-0.7 to 0,34.0,Yellow
190,GARVY,609937,O'Hare Elementary Network,All Grades,2012,336.3,-1.8,-2.6 to -1.1,4.0,Red,336.3,-0.9,-1.3 to -0.5,16.0,Red
191,GARY,609938,Pilsen-Little Village Elementary Network,All Grades,2012,508.7,1.3,0.7 to 2,91.0,Green,509.2,-1.1,-1.4 to -0.7,10.0,Red
192,GILLESPIE,609939,Rock Island Elementary Network,All Grades,2012,240.3,1.2,0.4 to 2.1,90.0,Green,240.8,-0.2,-0.7 to 0.3,42.0,Yellow
193,RANDOLPH,609941,Englewood-Gresham Elementary Network,All Grades,2012,251.4,0.6,-0.3 to 1.4,74.0,Yellow,251.3,1.8,1.3 to 2.3,95.0,Green
194,GOETHE,609942,Fullerton Elementary Network,All Grades,2012,283.6,0.5,-0.3 to 1.3,69.0,Yellow,282.6,0.8,0.3 to 1.2,82.0,Green
195,GOMPERS,609943,Lake Calumet Elementary Network,All Grades,2012,240.5,-0.9,-1.8 to 0,17.0,Red,241.8,-0.6,-1.1 to -0.1,26.0,Red
196,GRISSOM,609944,Lake Calumet Elementary Network,All Grades,2012,137.8,1.6,0.5 to 2.6,95.0,Green,137.8,0.1,-0.5 to 0.8,59.0,Yellow
197,GOUDY,609945,Ravenswood-Ridge Elementary Network,All Grades,2012,261.1,0.0,-0.8 to 0.8,51.0,Yellow,260.2,-1.0,-1.5 to -0.5,14.0,Red
198,GRAHAM,609947,Pershing Elementary Network,All Grades,2012,198.4,-1.9,-2.9 to -1,3.0,Red,198.4,-1.0,-1.6 to -0.5,12.0,Red
199,"GRAY, W",609949,O'Hare Elementary Network,All Grades,2012,492.8,0.4,-0.3 to 1,65.0,Yellow,502.4,-0.2,-0.6 to 0.1,41.0,Yellow
200,ARIEL,609951,Burnham Park Elementary Network,All Grades,2012,256.3,-1.1,-1.9 to -0.3,12.0,Red,256.3,0.0,-0.5 to 0.5,51.0,Yellow
201,GREENE,609952,Pershing Elementary Network,All Grades,2012,126.9,-0.4,-1.4 to 0.6,31.0,Yellow,126.9,-0.5,-1.2 to 0.2,29.0,Yellow
202,GREGORY,609954,Garfield-Humboldt Elementary Network,All Grades,2012,145.3,-0.1,-1.1 to 0.9,46.0,Yellow,146.3,1.2,0.5 to 1.8,88.0,Green
203,GRESHAM,609955,Englewood-Gresham Elementary Network,All Grades,2012,164.6,-0.8,-1.8 to 0.2,19.0,Yellow,164.6,-1.7,-2.3 to -1.1,3.0,Red
204,GRIMES,609956,Midway Elementary Network,All Grades,2012,216.0,-0.2,-1.1 to 0.7,42.0,Yellow,216.0,-0.6,-1.1 to -0.1,26.0,Red
205,GUNSAULUS,609958,Pershing Elementary Network,All Grades,2012,349.1,0.0,-0.7 to 0.7,53.0,Yellow,342.8,-0.1,-0.5 to 0.4,50.0,Yellow
206,HAINES,609959,Pershing Elementary Network,All Grades,2012,279.7,0.6,-0.3 to 1.4,74.0,Yellow,279.7,0.0,-0.5 to 0.5,52.0,Yellow
207,HALE,609960,Midway Elementary Network,All Grades,2012,403.5,0.0,-0.7 to 0.6,50.0,Yellow,406.5,-0.5,-0.8 to -0.1,29.0,Red
208,HEROES,609961,Skyway Elementary Network,All Grades,2012,227.6,-0.1,-1 to 0.8,46.0,Yellow,227.6,0.5,0 to 1,71.0,Yellow
209,HAMILTON,609963,Ravenswood-Ridge Elementary Network,All Grades,2012,61.0,1.2,-0.1 to 2.5,90.0,Yellow,60.0,1.0,0.1 to 1.9,85.0,Green
210,HAMLINE,609964,Pershing Elementary Network,All Grades,2012,208.8,0.0,-0.9 to 0.9,51.0,Yellow,180.7,-1.8,-2.4 to -1.2,2.0,Red
211,HAMMOND,609966,Pilsen-Little Village Elementary Network,All Grades,2012,119.6,-1.4,-2.5 to -0.3,6.0,Red,119.7,-1.7,-2.4 to -1,3.0,Red
212,FINKL,609967,Pilsen-Little Village Elementary Network,All Grades,2012,216.9,0.1,-0.8 to 1,56.0,Yellow,216.8,-0.9,-1.5 to -0.4,15.0,Red
213,MCAULIFFE,609968,Fullerton Elementary Network,All Grades,2012,204.1,0.1,-0.8 to 1,56.0,Yellow,204.1,-0.7,-1.2 to -0.1,23.0,Red
214,HARTE,609969,Burnham Park Elementary Network,All Grades,2012,118.2,1.8,0.8 to 2.9,96.0,Green,118.2,-0.5,-1.2 to 0.2,28.0,Yellow
215,HARVARD,609971,AUSL Schools,All Grades,2012,206.6,0.1,-0.8 to 1,55.0,Yellow,208.5,-0.7,-1.3 to -0.2,22.0,Red
216,HAUGAN,609972,O'Hare Elementary Network,All Grades,2012,213.4,0.6,-0.3 to 1.4,73.0,Yellow,212.4,0.0,-0.5 to 0.6,54.0,Yellow
217,ZAPATA,609973,Pilsen-Little Village Elementary Network,All Grades,2012,276.6,-0.2,-1 to 0.6,40.0,Yellow,276.6,-0.1,-0.5 to 0.4,50.0,Yellow
218,HAWTHORNE,609974,Ravenswood-Ridge Elementary Network,All Grades,2012,308.9,1.0,0.2 to 1.8,85.0,Green,308.9,1.8,1.3 to 2.2,95.0,Green
219,HAY,609975,Austin-North Lawndale Elementary Network,All Grades,2012,239.3,-0.8,-1.6 to 0.1,19.0,Yellow,239.3,0.2,-0.3 to 0.8,62.0,Yellow
220,HAYT,609976,Ravenswood-Ridge Elementary Network,All Grades,2012,352.7,0.0,-0.8 to 0.7,51.0,Yellow,352.7,0.1,-0.3 to 0.5,57.0,Yellow
221,WOODLAWN,609977,Burnham Park Elementary Network,All Grades,2012,94.6,0.3,-0.9 to 1.4,61.0,Yellow,94.6,0.8,0.1 to 1.6,84.0,Green
222,SMITH,609978,Lake Calumet Elementary Network,All Grades,2012,146.5,-1.6,-2.6 to -0.6,5.0,Red,145.4,-1.3,-1.9 to -0.6,8.0,Red
223,HEALY,609979,Pershing Elementary Network,All Grades,2012,592.4,1.0,0.4 to 1.6,85.0,Green,592.4,0.7,0.4 to 1.1,81.0,Green
224,HEARST,609981,Midway Elementary Network,All Grades,2012,99.2,-0.4,-1.5 to 0.8,31.0,Yellow,99.2,1.2,0.4 to 1.9,89.0,Green
225,HEDGES,609983,Pershing Elementary Network,All Grades,2012,245.9,0.3,-0.5 to 1.2,62.0,Yellow,241.0,-0.2,-0.7 to 0.3,43.0,Yellow
226,HEFFERAN,609985,Garfield-Humboldt Elementary Network,All Grades,2012,138.3,0.8,-0.2 to 1.9,80.0,Yellow,138.3,1.2,0.5 to 1.8,89.0,Green
227,HENDERSON,609986,Englewood-Gresham Elementary Network,All Grades,2012,172.1,-0.4,-1.4 to 0.5,30.0,Yellow,172.9,-0.1,-0.6 to 0.5,50.0,Yellow
228,HENDRICKS,609987,Pershing Elementary Network,All Grades,2012,130.5,1.3,0.2 to 2.4,91.0,Green,130.4,0.7,0.1 to 1.4,81.0,Green
229,HENRY,609988,O'Hare Elementary Network,All Grades,2012,119.9,1.8,0.8 to 2.9,96.0,Green,119.9,0.4,-0.3 to 1.1,68.0,Yellow
230,HERBERT,609989,Fulton Elementary Network,All Grades,2012,157.4,-0.9,-1.9 to 0,15.0,Yellow,157.4,-1.5,-2.1 to -0.8,5.0,Red
231,SOUTH LOOP,609990,Burnham Park Elementary Network,All Grades,2012,270.3,0.2,-0.6 to 1,59.0,Yellow,268.3,-1.3,-1.8 to -0.8,7.0,Red
232,HERZL,609991,Austin-North Lawndale Elementary Network,All Grades,2012,163.3,-1.5,-2.5 to -0.6,5.0,Red,163.3,-1.1,-1.7 to -0.5,9.0,Red
233,LARA,609993,Pershing Elementary Network,All Grades,2012,182.7,-0.4,-1.3 to 0.6,31.0,Yellow,183.6,-0.1,-0.7 to 0.4,45.0,Yellow
234,HIBBARD,609994,O'Hare Elementary Network,All Grades,2012,291.0,0.4,-0.4 to 1.1,66.0,Yellow,292.0,0.8,0.3 to 1.3,83.0,Green
235,HITCH,609995,O'Hare Elementary Network,All Grades,2012,228.0,-0.3,-1.2 to 0.5,32.0,Yellow,228.0,0.1,-0.5 to 0.6,55.0,Yellow
236,HOLDEN,609996,Pershing Elementary Network,All Grades,2012,249.5,-0.9,-1.8 to -0.1,15.0,Red,249.5,-1.9,-2.4 to -1.4,2.0,Red
237,HOLMES,609997,Englewood-Gresham Elementary Network,All Grades,2012,162.0,-2.5,-3.5 to -1.5,0.0,Red,161.0,-1.9,-2.5 to -1.3,2.0,Red
238,HOWE,610000,AUSL Schools,All Grades,2012,277.6,-2.4,-3.2 to -1.6,0.0,Red,278.2,0.3,-0.2 to 0.8,65.0,Yellow
239,HOYNE,610002,Skyway Elementary Network,All Grades,2012,156.6,1.5,0.5 to 2.5,94.0,Green,156.5,1.7,1.1 to 2.3,95.0,Green
240,CUFFE,610003,Englewood-Gresham Elementary Network,All Grades,2012,256.5,0.1,-0.7 to 0.9,55.0,Yellow,257.4,0.8,0.3 to 1.3,82.0,Green
241,CULLEN,610004,Rock Island Elementary Network,All Grades,2012,127.2,1.0,-0.1 to 2,85.0,Yellow,127.2,2.5,1.9 to 3.2,98.0,Green
242,"HUGHES, C",610005,Austin-North Lawndale Elementary Network,All Grades,2012,126.2,1.0,-0.1 to 2.1,85.0,Yellow,124.2,0.5,-0.2 to 1.2,72.0,Yellow
243,HURLEY,610006,Midway Elementary Network,All Grades,2012,305.7,-0.5,-1.2 to 0.3,29.0,Yellow,306.7,0.4,0 to 0.8,69.0,Yellow
244,GALILEO,610009,Fulton Elementary Network,All Grades,2012,284.9,-0.8,-1.6 to -0.1,18.0,Red,284.9,0.0,-0.4 to 0.5,53.0,Yellow
245,JAHN,610010,Ravenswood-Ridge Elementary Network,All Grades,2012,219.4,0.2,-0.7 to 1.1,58.0,Yellow,218.4,0.2,-0.3 to 0.7,62.0,Yellow
246,JAMIESON,610011,Ravenswood-Ridge Elementary Network,All Grades,2012,318.8,0.3,-0.5 to 1,60.0,Yellow,318.9,-0.7,-1.2 to -0.3,21.0,Red
247,JENNER,610012,Fullerton Elementary Network,All Grades,2012,148.0,0.4,-0.7 to 1.4,65.0,Yellow,147.5,-0.4,-1 to 0.2,32.0,Yellow
248,PILSEN,610013,Pilsen-Little Village Elementary Network,All Grades,2012,117.1,-0.1,-1.2 to 1,46.0,Yellow,115.1,-1.4,-2.1 to -0.7,6.0,Red
249,JUNGMAN,610015,Pilsen-Little Village Elementary Network,All Grades,2012,75.1,1.5,0.2 to 2.8,94.0,Green,76.1,0.0,-0.8 to 0.8,52.0,Yellow
250,KELLOGG,610016,Rock Island Elementary Network,All Grades,2012,144.5,1.6,0.6 to 2.6,95.0,Green,144.5,1.2,0.6 to 1.8,89.0,Green
251,SAUCEDO,610017,Pilsen-Little Village Elementary Network,All Grades,2012,486.8,1.0,0.4 to 1.7,86.0,Green,487.1,1.0,0.6 to 1.3,86.0,Green
252,CANTER,610018,Burnham Park Elementary Network,All Grades,2012,200.9,-2.2,-3.2 to -1.2,1.0,Red,200.9,-0.8,-1.3 to -0.2,20.0,Red
253,KERSHAW,610019,Englewood-Gresham Elementary Network,All Grades,2012,118.9,0.5,-0.6 to 1.6,70.0,Yellow,119.0,-0.6,-1.3 to 0,24.0,Yellow
254,KEY,610020,Austin-North Lawndale Elementary Network,All Grades,2012,151.8,-1.3,-2.3 to -0.3,7.0,Red,152.3,-0.6,-1.2 to 0,26.0,Yellow
255,CASALS,610021,Garfield-Humboldt Elementary Network,All Grades,2012,204.3,0.3,-0.6 to 1.2,62.0,Yellow,204.3,2.6,2 to 3.1,98.0,Green
256,KILMER,610022,Ravenswood-Ridge Elementary Network,All Grades,2012,210.7,-1.1,-2 to -0.2,11.0,Red,209.6,-2.4,-2.9 to -1.8,0.0,Red
257,KING,610023,Fulton Elementary Network,All Grades,2012,103.6,-1.2,-2.3 to 0,10.0,Red,104.6,-1.0,-1.7 to -0.2,14.0,Red
258,KINZIE,610026,Midway Elementary Network,All Grades,2012,318.9,0.2,-0.5 to 1,60.0,Yellow,318.9,0.5,0 to 0.9,71.0,Green
259,KIPLING,610027,Rock Island Elementary Network,All Grades,2012,237.2,-0.2,-1 to 0.7,42.0,Yellow,237.2,0.7,0.2 to 1.2,79.0,Green
260,KOHN,610028,Rock Island Elementary Network,All Grades,2012,187.5,-1.1,-2 to -0.1,12.0,Red,188.4,-0.1,-0.6 to 0.5,48.0,Yellow
261,LOZANO,610029,Fulton Elementary Network,All Grades,2012,92.1,-0.1,-1.2 to 1.1,48.0,Yellow,92.1,-1.3,-2 to -0.5,7.0,Red
262,KOZMINSKI,610030,Burnham Park Elementary Network,All Grades,2012,192.4,0.1,-0.9 to 1,54.0,Yellow,192.4,-0.6,-1.1 to 0,26.0,Red
263,LAFAYETTE,610031,Fulton Elementary Network,All Grades,2012,162.9,-1.4,-2.4 to -0.4,7.0,Red,162.8,-0.2,-0.8 to 0.4,40.0,Yellow
264,GREEN,610032,Rock Island Elementary Network,All Grades,2012,140.9,0.0,-1 to 1,52.0,Yellow,141.9,0.2,-0.4 to 0.9,61.0,Yellow
265,LASALLE,610033,Fullerton Elementary Network,All Grades,2012,301.8,1.0,0.2 to 1.8,86.0,Green,301.8,0.7,0.2 to 1.1,79.0,Green
266,LAWNDALE,610034,Austin-North Lawndale Elementary Network,All Grades,2012,228.5,-1.3,-2.1 to -0.4,9.0,Red,227.8,-0.2,-0.7 to 0.4,44.0,Yellow
267,LEWIS,610036,Austin-North Lawndale Elementary Network,All Grades,2012,231.2,-1.6,-2.5 to -0.8,4.0,Red,231.8,-1.7,-2.3 to -1.2,3.0,Red
268,LIBBY,610037,Pershing Elementary Network,All Grades,2012,213.4,-1.4,-2.3 to -0.5,6.0,Red,215.0,-0.4,-1 to 0.1,29.0,Yellow
269,LINCOLN,610038,Fullerton Elementary Network,All Grades,2012,378.3,2.9,2.2 to 3.6,99.0,Green,378.3,0.8,0.4 to 1.3,84.0,Green
270,VON LINNE,610039,Fullerton Elementary Network,All Grades,2012,229.2,-0.9,-1.7 to 0,17.0,Red,229.1,0.1,-0.4 to 0.6,59.0,Yellow
271,LLOYD,610040,Fullerton Elementary Network,All Grades,2012,136.3,-0.8,-1.7 to 0.2,19.0,Yellow,136.3,-1.6,-2.3 to -1,4.0,Red
272,"LOCKE, J",610041,Fullerton Elementary Network,All Grades,2012,534.5,-0.3,-0.9 to 0.3,36.0,Yellow,534.4,-0.3,-0.7 to 0,37.0,Yellow
273,LOVETT,610043,Austin-North Lawndale Elementary Network,All Grades,2012,209.3,1.3,0.4 to 2.2,92.0,Green,209.3,-0.3,-0.9 to 0.2,33.0,Yellow
274,LOWELL,610044,Garfield-Humboldt Elementary Network,All Grades,2012,187.8,2.5,1.5 to 3.4,98.0,Green,189.0,3.1,2.5 to 3.6,99.0,Green
275,LAWRENCE,610045,Lake Calumet Elementary Network,All Grades,2012,173.7,0.1,-0.9 to 1.1,55.0,Yellow,173.7,-1.0,-1.5 to -0.4,15.0,Red
276,LYON,610046,Fullerton Elementary Network,All Grades,2012,505.8,-1.3,-1.9 to -0.7,7.0,Red,504.8,-0.2,-0.6 to 0.2,41.0,Yellow
277,MADISON,610047,Skyway Elementary Network,All Grades,2012,135.6,-2.3,-3.3 to -1.2,1.0,Red,135.5,-1.8,-2.4 to -1.1,3.0,Red
278,MANIERRE,610048,Fullerton Elementary Network,All Grades,2012,141.9,-1.3,-2.3 to -0.3,7.0,Red,141.9,-1.8,-2.5 to -1.2,2.0,Red
279,NORTHWEST,610051,Fullerton Elementary Network,All Grades,2012,595.0,-1.3,-1.9 to -0.6,8.0,Red,594.0,-1.0,-1.4 to -0.7,12.0,Red
280,MANN,610052,Skyway Elementary Network,All Grades,2012,213.7,-0.1,-1 to 0.8,45.0,Yellow,212.9,-0.2,-0.7 to 0.3,42.0,Yellow
281,MARQUETTE,610053,Midway Elementary Network,All Grades,2012,494.7,-0.5,-1.1 to 0.2,27.0,Yellow,494.5,-1.0,-1.3 to -0.6,14.0,Red
282,MARSH,610054,Lake Calumet Elementary Network,All Grades,2012,332.0,-0.2,-0.9 to 0.6,44.0,Yellow,328.9,0.1,-0.4 to 0.5,55.0,Yellow
283,FARADAY,610055,Garfield-Humboldt Elementary Network,All Grades,2012,102.6,-0.5,-1.7 to 0.6,25.0,Yellow,101.6,2.4,1.7 to 3.2,97.0,Green
284,MASON,610056,Austin-North Lawndale Elementary Network,All Grades,2012,207.3,-0.9,-1.7 to 0,17.0,Yellow,206.9,-0.8,-1.4 to -0.3,19.0,Red
285,FAIRFIELD,610057,Midway Elementary Network,All Grades,2012,214.3,-0.5,-1.4 to 0.4,28.0,Yellow,214.3,-1.2,-1.7 to -0.7,9.0,Red
286,MAY,610058,Austin-North Lawndale Elementary Network,All Grades,2012,241.6,-0.7,-1.6 to 0.1,21.0,Yellow,241.6,-1.0,-1.5 to -0.4,14.0,Red
287,MAYER,610059,Fullerton Elementary Network,All Grades,2012,173.3,0.8,-0.1 to 1.8,80.0,Yellow,173.3,0.3,-0.3 to 0.9,65.0,Yellow
288,"JACKSON, A",610060,Fulton Elementary Network,All Grades,2012,289.0,0.7,-0.1 to 1.5,77.0,Yellow,288.0,-0.4,-0.9 to 0.1,31.0,Yellow
289,MAYO,610061,Burnham Park Elementary Network,All Grades,2012,226.7,-0.7,-1.6 to 0.2,21.0,Yellow,226.8,-1.7,-2.2 to -1.2,3.0,Red
290,MCCLELLAN,610062,Pershing Elementary Network,All Grades,2012,90.4,-1.9,-3.1 to -0.7,3.0,Red,90.1,-1.3,-2.1 to -0.6,7.0,Red
291,MCCORMICK,610063,Pilsen-Little Village Elementary Network,All Grades,2012,156.6,0.1,-0.8 to 1.1,57.0,Yellow,156.2,-1.4,-2.1 to -0.8,5.0,Red
292,TILL,610065,Burnham Park Elementary Network,All Grades,2012,226.4,-1.2,-2.1 to -0.4,9.0,Red,226.4,-0.8,-1.3 to -0.3,20.0,Red
293,MCDADE,610066,Skyway Elementary Network,All Grades,2012,86.2,2.0,0.9 to 3.2,97.0,Green,86.2,-0.5,-1.3 to 0.3,27.0,Yellow
294,MCKAY,610067,Midway Elementary Network,All Grades,2012,351.0,0.5,-0.2 to 1.3,71.0,Yellow,350.2,1.3,0.8 to 1.7,90.0,Green
295,HANSON PARK,610068,Fullerton Elementary Network,All Grades,2012,484.5,-0.2,-0.8 to 0.5,44.0,Yellow,483.5,-0.2,-0.5 to 0.2,43.0,Yellow
296,MCPHERSON,610070,Ravenswood-Ridge Elementary Network,All Grades,2012,242.5,0.6,-0.2 to 1.5,75.0,Yellow,243.5,-1.4,-1.9 to -0.9,6.0,Red
297,MORGAN,610072,Englewood-Gresham Elementary Network,All Grades,2012,73.9,-1.1,-2.3 to 0.2,11.0,Yellow,72.9,-1.6,-2.4 to -0.7,5.0,Red
298,MITCHELL,610073,Fulton Elementary Network,All Grades,2012,118.8,-1.3,-2.4 to -0.2,8.0,Red,118.8,0.6,0 to 1.3,77.0,Yellow
299,MONROE,610074,Fullerton Elementary Network,All Grades,2012,393.0,-0.3,-1 to 0.4,34.0,Yellow,394.0,-1.1,-1.5 to -0.7,11.0,Red
300,MONTEFIORE,610075,Fulton Elementary Network,All Grades,2012,13.4,0.7,-1.1 to 2.5,76.0,Yellow,13.4,1.6,0.1 to 3.1,94.0,Green
301,MOOS,610076,Fulton Elementary Network,All Grades,2012,145.8,0.5,-0.5 to 1.5,70.0,Yellow,144.8,-1.6,-2.2 to -1,5.0,Red
302,MORRILL,610077,Midway Elementary Network,All Grades,2012,298.8,0.4,-0.4 to 1.2,66.0,Yellow,299.0,0.5,0.1 to 1,72.0,Green
303,INTER-AMERICAN,610078,Ravenswood-Ridge Elementary Network,All Grades,2012,254.1,-0.1,-1 to 0.7,46.0,Yellow,254.1,-0.1,-0.6 to 0.3,45.0,Yellow
304,SHERIDAN,610081,Pershing Elementary Network,All Grades,2012,280.0,0.6,-0.2 to 1.4,73.0,Yellow,280.0,0.4,-0.1 to 0.9,68.0,Yellow
305,MOUNT GREENWOOD,610082,Rock Island Elementary Network,All Grades,2012,380.9,1.9,1.2 to 2.6,97.0,Green,386.1,0.4,0 to 0.8,68.0,Yellow
306,KELLER,610084,Rock Island Elementary Network,All Grades,2012,149.0,1.2,0.2 to 2.2,91.0,Green,149.0,1.0,0.4 to 1.6,86.0,Green
307,NEAR NORTH,610085,Fulton Elementary Network,All Grades,2012,41.0,0.2,-1.3 to 1.7,57.0,Yellow,40.6,-0.6,-1.7 to 0.6,26.0,Yellow
308,MOUNT VERNON,610086,Rock Island Elementary Network,All Grades,2012,104.4,0.5,-0.7 to 1.6,69.0,Yellow,104.3,0.4,-0.3 to 1.1,69.0,Yellow
309,MOZART,610088,Fullerton Elementary Network,All Grades,2012,154.4,1.2,0.3 to 2.2,91.0,Green,154.2,1.2,0.6 to 1.8,89.0,Green
310,MURPHY,610089,O'Hare Elementary Network,All Grades,2012,239.0,-0.6,-1.4 to 0.3,24.0,Yellow,239.3,0.6,0 to 1.1,74.0,Green
311,MURRAY,610090,Burnham Park Elementary Network,All Grades,2012,277.8,-0.6,-1.4 to 0.2,24.0,Yellow,278.8,0.0,-0.5 to 0.5,52.0,Yellow
312,"BROWN, R",610091,Lake Calumet Elementary Network,All Grades,2012,114.4,0.2,-0.9 to 1.4,60.0,Yellow,115.4,-0.3,-0.9 to 0.4,38.0,Yellow
